^#chr	start	end	Ensembl ID	Gene Name	PeakID	signalValue	Contact	adaptedActivity	scaledContact	intergenicScore	TSS-dist	ABC-Score
1	6559933	6560664	MGP_C57BL6NJ_G0016219	Vcpip1	1:6559933-6560664	10.04214	0.45107627	0.029594271	100	0.029594271	770637	0.021490713
1	6988732	6988996	MGP_C57BL6NJ_G0016219	Vcpip1	1:6988732-6988996	26.83135	0.45107627	0.037233598	100	0.037233598	342305	0.027038225
1	7330663	7331618	MGP_C57BL6NJ_G0016219	Vcpip1	1:7330663-7331618	17.45471	0.45107627	0.10785724	100	0.10785724	0	0.078323572
1	7473480	7473758	MGP_C57BL6NJ_G0016219	Vcpip1	1:7473480-7473758	33.76339	0.45107627	0.029952586	100	0.029952586	142180	0.021750913
1	8053078	8053628	MGP_C57BL6NJ_G0016219	Vcpip1	1:8053078-8053628	19.45665	0.45107627	0.031229748	100	0.031229748	721778	0.02267836
1	8486834	8487295	MGP_C57BL6NJ_G0016219	Vcpip1	1:8486834-8487295	17.41684	0.39407986	0.031736615	87.364352	0.031736615	1155534	0.020134369
1	199697280	199697464	MGP_C57BL6NJ_G0017324	Esrrg	1:199697280-199697464	13.10265	0.4054283	0.10623364	89.88021	0.10623364	1115047.6	0.031923662
1	199713370	199714151	MGP_C57BL6NJ_G0017324	Esrrg	1:199713370-199714151	13.61621	0.40683168	0.11105194	90.191329	0.11105194	1098360.6	0.033445221
1	199882047	199882215	MGP_C57BL6NJ_G0017324	Esrrg	1:199882047-199882215	29.632561	0.42514494	0.25946973	94.251233	0.25946973	930296.6	0.080685658
1	200218139	200218861	MGP_C57BL6NJ_G0017324	Esrrg	1:200218139-200218861	12.46929	0.45107627	0.12495011	100	0.12495011	593650.6	0.040996091
1	200965076	200965706	MGP_C57BL6NJ_G0017324	Esrrg	1:200965076-200965706	6.1194301	0.45107627	0.065767528	100	0.065767528	232111.8	0.021578304
1	201227968	201228184	MGP_C57BL6NJ_G0017324	Esrrg	1:201227968-201228184	10.35596	0.45107627	0.1093645	100	0.1093645	415457.4	0.035882458
1	187671662	187671973	MGP_C57BL6NJ_G0017238	Fh1	1:187671662-187671973	3.13817	10.794091	0.096471131	33.729682	0.096471131	38534.2	0.037554525
1	187721815	187722909	MGP_C57BL6NJ_G0017238	Fh1	1:187721815-187722909	14.11542	32.001758	0.67730703	100	0.67730703	11507.6	0.79164024
1	187776794	187777052	MGP_C57BL6NJ_G0017238	Fh1	1:187776794-187777052	5.3348899	6.8881386	0.099712969	21.524251	0.099712969	66287.8	0.023605545
1	187793871	187794924	MGP_C57BL6NJ_G0017238	Fh1	1:187793871-187794924	9.8143396	8.5680059	0.1834725	26.773548	0.1834725	83364.8	0.051819109
1	181750918	181751692	MGP_C57BL6NJ_G0017134	Olfml2b	1:181750918-181751692	8.1592398	24.864351	0.31282616	30.926861	0.31282616	449824	0.045788662
1	182177164	182177412	MGP_C57BL6NJ_G0017134	Olfml2b	1:182177164-182177412	5.3348899	20.755302	0.3305417	25.81593	0.3305417	24104	0.040386208
1	182201097	182201938	MGP_C57BL6NJ_G0017134	Olfml2b	1:182201097-182201938	10.1669	80.397266	1.5935154	100	1.5935154	0	0.75418053
1	182212596	182212943	MGP_C57BL6NJ_G0017134	Olfml2b	1:182212596-182212943	5.3441601	28.664776	0.37115218	35.653918	0.37115218	11081	0.06262941
1	182258773	182259315	MGP_C57BL6NJ_G0017134	Olfml2b	1:182258773-182259315	6.1194301	16.815429	0.22396018	20.915424	0.22396018	57258	0.022169533
1	182268767	182269035	MGP_C57BL6NJ_G0017134	Olfml2b	1:182268767-182269035	4.5503502	18.777641	0.19606377	23.356069	0.19606377	67252	0.021672856
1	173540325	173541103	MGP_C57BL6NJ_G0005132	Gm16548	1:173540325-173541103	12.41625	6.2417787	0.083658982	22.421758	0.083658982	1729502	0.033649577
1	175253488	175254237	MGP_C57BL6NJ_G0005132	Gm16548	1:175253488-175254237	4.8727999	27.838043	0.28389758	100	0.28389758	16368	0.50928286
1	175256025	175256186	MGP_C57BL6NJ_G0005132	Gm16548	1:175256025-175256186	2.5676401	12.511836	0.059179592	44.945098	0.059179592	14419	0.047714642
1	175256769	175257113	MGP_C57BL6NJ_G0005132	Gm16548	1:175256769-175257113	5.0537	12.511836	0.1164789	44.945098	0.1164789	13492	0.093913273
1	175370521	175371645	MGP_C57BL6NJ_G0005132	Gm16548	1:175370521-175371645	9.2562504	7.5672152	0.12473103	27.183	0.12473103	99917	0.060823201
1	175397512	175398083	MGP_C57BL6NJ_G0005132	Gm16548	1:175397512-175398083	9.4145098	6.204118	0.10732166	22.286473	0.10732166	126908	0.042906798
1	175454486	175454861	MGP_C57BL6NJ_G0005132	Gm16548	1:175454486-175454861	20.12874	3.1285479	0.131456	11.23839	0.131456	183882	0.026502198
1	175678355	175678534	MGP_C57BL6NJ_G0005132	Gm16548	1:175678355-175678534	4.5503502	6.1180131	0.06806916	21.977167	0.06806916	407751	0.026836104
1	173883677	173884174	MGP_C57BL6NJ_G0017069	Fmo2	1:173883677-173884174	4.32623	18.22746	0.12490952	61.281532	0.12490952	16197.143	0.036090737
1	173886710	173887041	MGP_C57BL6NJ_G0017069	Fmo2	1:173886710-173887041	5.1380301	20.624004	0.18481624	69.33882	0.18481624	13951	0.054116497
1	173893011	173893207	MGP_C57BL6NJ_G0017069	Fmo2	1:173893011-173893207	3.6581399	21.914648	0.1329533	73.678024	0.1329533	9949.2857	0.10510088
1	173896952	173897648	MGP_C57BL6NJ_G0017069	Fmo2	1:173896952-173897648	3.8406601	17.579254	0.071231122	59.102238	0.071231122	7903.1429	0.06588231
1	173898441	173898625	MGP_C57BL6NJ_G0017069	Fmo2	1:173898441-173898625	3.1785901	17.579254	0.058951985	59.102238	0.058951985	7630.7143	0.054525225
1	173905024	173905415	MGP_C57BL6NJ_G0017069	Fmo2	1:173905024-173905415	5.8284302	27.008223	0.24329327	90.802851	0.24329327	4797	0.066841143
1	173905881	173906131	MGP_C57BL6NJ_G0017069	Fmo2	1:173905881-173906131	4.63554	27.008223	0.19349904	90.802851	0.19349904	5510.8571	0.053160934
1	173944715	173945013	MGP_C57BL6NJ_G0017069	Fmo2	1:173944715-173945013	2.57833	8.4689917	0.053173079	28.473128	0.053173079	44344.857	0.022567342
1	174005474	174006474	MGP_C57BL6NJ_G0017069	Fmo2	1:174005474-174006474	7.4815402	29.743805	0.25900456	100	0.25900456	105103.86	0.4127914
1	61218792	61219535	MGP_C57BL6NJ_G0016451	Stradb	1:61218792-61219535	3.8315799	15.859427	0.098944874	41.540446	0.098944874	24636.857	0.051189644
1	61221840	61222327	MGP_C57BL6NJ_G0016451	Stradb	1:61221840-61222327	3.10829	13.967006	0.069257223	36.583646	0.069257223	21844.857	0.03029592
1	61227293	61227479	MGP_C57BL6NJ_G0016451	Stradb	1:61227293-61227479	3.60024	22.376431	0.11812939	58.610375	0.11812939	16692.857	0.082504973
1	61229104	61229697	MGP_C57BL6NJ_G0016451	Stradb	1:61229104-61229697	3.6925199	22.376431	0.12115724	58.610375	0.12115724	14474.857	0.084619707
1	61241036	61242217	MGP_C57BL6NJ_G0016451	Stradb	1:61241036-61242217	11.07452	38.178277	0.4837847	100	0.4837847	2524	0.59285984
1	61278105	61278414	MGP_C57BL6NJ_G0016451	Stradb	1:61278105-61278414	5.9625201	11.103413	0.10555923	29.083066	0.10555923	33934.143	0.035410109
1	195137714	195138728	MGP_C57BL6NJ_G0017294	Trp53bp2	1:195137714-195138728	10.23166	28.723172	0.54763762	61.479337	0.54763762	23238.333	0.26687531
1	195156697	195156861	MGP_C57BL6NJ_G0017294	Trp53bp2	1:195156697-195156861	4.2365298	21.523247	0.22824888	46.068553	0.22824888	17266.667	0.06298052
1	195169860	195170331	MGP_C57BL6NJ_G0017294	Trp53bp2	1:195169860-195170331	6.1194301	46.720041	0.62308228	100	0.62308228	12674.333	0.4240967
1	195191440	195192229	MGP_C57BL6NJ_G0017294	Trp53bp2	1:195191440-195192229	7.5328898	18.57391	0.38734107	39.755764	0.38734107	29601.667	0.097071923
1	145482391	145483123	MGP_C57BL6NJ_G0016947	Zfp281	1:145482391-145483123	10.6217	46.062126	1.0009426	100	1.0009426	0	0.70466514
1	145483286	145483715	MGP_C57BL6NJ_G0016947	Zfp281	1:145483286-145483715	3.09149	46.062126	0.29132852	100	0.29132852	458	0.20509572
1	144066751	144067915	MGP_C57BL6NJ_G0016925	Timm17a	1:144066751-144067915	6.7234702	7.7957412	0.05771449	23.442281	0.05771449	27921.667	0.035190016
1	144098941	144099726	MGP_C57BL6NJ_G0016925	Timm17a	1:144098941-144099726	14.33211	33.255045	0.69911737	100	0.69911737	3246.3333	0.75644826
1	144133165	144133599	MGP_C57BL6NJ_G0016925	Timm17a	1:144133165-144133599	3.9227099	13.528061	0.08297688	40.679725	0.08297688	37329.333	0.032334566
1	53847644	53847987	MGP_C57BL6NJ_G0016397	Gls	1:53847644-53847987	5.1911802	12.69856	0.11426621	71.692669	0.11426621	49920.353	0.10447076
1	53851076	53851325	MGP_C57BL6NJ_G0016397	Gls	1:53851076-53851325	2.8993499	13.345329	0.068588558	75.344155	0.068588558	46877.882	0.050033903
1	53882736	53883014	MGP_C57BL6NJ_G0016397	Gls	1:53882736-53883014	9.4145098	16.086474	0.26609706	90.81993	0.26609706	25863.765	0.21923938
1	53929434	53931140	MGP_C57BL6NJ_G0016397	Gls	1:53929434-53931140	10.23692	17.712494	0.32546821	100	0.32546821	31733.412	0.39927322
1	67427841	67428302	MGP_C57BL6NJ_G0016489	Fzd5	1:67427841-67428302	2.6028199	57.833328	0.31663458	100	0.31663458	1104	0.18486777
1	67428992	67430072	MGP_C57BL6NJ_G0016489	Fzd5	1:67428992-67430072	9.2765598	57.833328	1.128499	100	1.128499	0	0.65887653
1	67446321	67446820	MGP_C57BL6NJ_G0016489	Fzd5	1:67446321-67446820	6.7721701	15.332523	0.30297664	26.51157	0.30297664	16916	0.046897258
1	97936108	97936530	MGP_C57BL6NJ_G0016725	Rnpepl1	1:97936108-97936530	3.13817	10.958765	0.058123142	23.448661	0.058123142	179280.25	0.022578121
1	97938055	97938290	MGP_C57BL6NJ_G0016725	Rnpepl1	1:97938055-97938290	4.2365298	10.958765	0.078466248	23.448661	0.078466248	177520.25	0.030480466
1	98051908	98052230	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98051908-98052230	3.5139301	17.781173	0.06620081	38.046685	0.06620081	63580.25	0.036717851
1	98107879	98108852	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98107879-98108852	6.95755	41.929629	0.24096198	89.717559	0.24096198	6958.25	0.25776566
1	98111616	98112017	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98111616-98112017	3.45117	40.226847	0.11953133	86.074086	0.11953133	3797.25	0.13331279
1	98112292	98112570	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98112292-98112570	2.2193799	40.226847	0.07686826	86.074086	0.07686826	3487.3333	0.085730846
1	98122121	98122738	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98122121-98122738	2.98364	46.735142	0.11994093	100	0.11994093	6311.75	0.11311389
1	98136501	98137457	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98136501-98137457	14.54553	8.6205122	0.15158018	18.445461	0.15158018	20691.75	0.044539041
1	98159089	98159656	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98159089-98159656	9.2515697	13.656617	0.14205262	29.221302	0.14205262	43279.75	0.050957171
1	98179256	98179906	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98179256-98179906	5.2827902	13.369639	0.07123471	28.607249	0.07123471	63446.75	0.034573898
1	98395028	98395424	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98395028-98395424	4.2365298	12.56035	0.08302372	26.875601	0.08302372	279218.75	0.047230634
1	98395674	98395853	MGP_C57BL6NJ_G0016725	Rnpepl1	1:98395674-98395853	2.9812601	12.56035	0.058424066	26.875601	0.058424066	279864.75	0.033236354
1	36402498	36403202	MGP_C57BL6NJ_G0016311	Arid5a	1:36402498-36403202	6.8459201	54.891327	0.32277628	86.871741	0.32277628	6699.1429	0.32038507
1	36408204	36409576	MGP_C57BL6NJ_G0016311	Arid5a	1:36408204-36409576	8.28304	63.186632	0.41069125	100	0.41069125	1249.7857	0.45897707
1	36425993	36426460	MGP_C57BL6NJ_G0016311	Arid5a	1:36425993-36426460	4.1385899	26.215987	0.12189527	41.489768	0.12189527	16092.857	0.062210194
1	43536458	43537163	MGP_C57BL6NJ_G0016366	Mrps9	1:43536458-43537163	8.8518	31.322841	0.61213335	83.047542	0.61213335	19458.571	0.3290775
1	43541295	43542202	MGP_C57BL6NJ_G0016366	Mrps9	1:43541295-43542202	11.87554	37.716758	0.85110833	100	0.85110833	14725.429	0.57747101
1	43582590	43582814	MGP_C57BL6NJ_G0016366	Mrps9	1:43582590-43582814	3.13817	13.902002	0.14326124	36.858952	0.14326124	29783.571	0.052200209
1	100827271	100828299	MGP_C57BL6NJ_G0016753	Fam174a	1:100827271-100828299	12.71301	54.360573	3.4822478	100	3.4822478	0	0.9429886
1	178693937	178694238	MGP_C57BL6NJ_G0017116	Mgst3	1:178693937-178694238	20.219879	11.023138	0.56099848	17.445162	0.56099848	56017	0.037426278
1	178722324	178722907	MGP_C57BL6NJ_G0017116	Mgst3	1:178722324-178722907	5.3154802	14.970173	0.23332307	23.691719	0.23332307	27348	0.021139476
1	178749714	178750901	MGP_C57BL6NJ_G0017116	Mgst3	1:178749714-178750901	9.3675003	63.187362	2.1129908	100	2.1129908	0	0.80804872
1	178770960	178771170	MGP_C57BL6NJ_G0017116	Mgst3	1:178770960-178771170	3.7658	16.321311	0.26052689	25.830024	0.26052689	20706	0.025734594
1	178777720	178778436	MGP_C57BL6NJ_G0017116	Mgst3	1:178777720-178778436	7.4737401	10.287913	0.34469689	16.281599	0.34469689	27466	0.021462207
1	57030605	57031584	MGP_C57BL6NJ_G0016421	Hspd1	1:57030605-57031584	10.87769	8.7286508	0.16600412	18.613069	0.16600412	40926.75	0.036944577
1	57071766	57073043	MGP_C57BL6NJ_G0016421	Hspd1	1:57071766-57073043	8.5923204	46.895279	0.6560831	100	0.6560831	0	0.78446337
1	57119875	57120755	MGP_C57BL6NJ_G0016421	Hspd1	1:57119875-57120755	9.1027403	13.278374	0.19336872	28.314949	0.19336872	47365.25	0.065466004
1	144459889	144460937	MGP_C57BL6NJ_G0016934	Tnnt2	1:144459889-144460937	6.9186301	6.4198213	0.10302823	15.203929	0.10302823	192274.2	0.025433498
1	144625332	144625502	MGP_C57BL6NJ_G0016934	Tnnt2	1:144625332-144625502	4.0858598	12.983113	0.070115725	30.747637	0.070115725	27709.2	0.034778621
1	144632775	144632976	MGP_C57BL6NJ_G0016934	Tnnt2	1:144632775-144632976	3.4519899	12.457325	0.063970602	29.502424	0.063970602	20235.2	0.030487811
1	144649460	144650328	MGP_C57BL6NJ_G0016934	Tnnt2	1:144649460-144650328	3.6451299	39.579808	0.12047425	93.736038	0.12047425	2912.0667	0.18622264
1	144652090	144652308	MGP_C57BL6NJ_G0016934	Tnnt2	1:144652090-144652308	2.2422299	41.536714	0.082415799	98.370536	0.082415799	2707.6667	0.13209672
1	144657996	144658586	MGP_C57BL6NJ_G0016934	Tnnt2	1:144657996-144658586	2.3160901	42.224751	0.087753007	100	0.087753007	5453.3333	0.14158601
1	144660294	144660628	MGP_C57BL6NJ_G0016934	Tnnt2	1:144660294-144660628	1.98619	25.120934	0.060601424	59.493387	0.060601424	7462	0.058651212
1	144661148	144662032	MGP_C57BL6NJ_G0016934	Tnnt2	1:144661148-144662032	2.2972901	25.120934	0.070093523	59.493387	0.070093523	8165.4667	0.067837846
1	144668406	144669444	MGP_C57BL6NJ_G0016934	Tnnt2	1:144668406-144669444	3.3346	14.561186	0.068563952	34.484954	0.068563952	15195.8	0.042461031
1	144675735	144676560	MGP_C57BL6NJ_G0016934	Tnnt2	1:144675735-144676560	4.7901902	4.1376885	0.033749008	9.7992016	0.033749008	22524.8	0.0644948
2	159755702	159755969	MGP_C57BL6NJ_G0027056	Pygb	2:159755702-159755969	4.69453	11.259856	0.1178777	41.022805	0.1178777	39939.6	0.025808653
2	159762954	159763649	MGP_C57BL6NJ_G0027056	Pygb	2:159762954-159763649	7.8454199	16.054708	0.26579677	58.491795	0.26579677	32259.6	0.091318202
2	159772889	159773643	MGP_C57BL6NJ_G0027056	Pygb	2:159772889-159773643	9.1005602	25.171213	0.44442848	91.705773	0.44442848	22346.8	0.27164077
2	159775421	159776014	MGP_C57BL6NJ_G0027056	Pygb	2:159775421-159776014	3.18153	27.447796	0.18264515	100	0.18264515	20984.6	0.10845011
2	159803350	159803944	MGP_C57BL6NJ_G0027056	Pygb	2:159803350-159803944	3.4424701	26.191517	0.15342614	95.423026	0.15342614	16046.4	0.092032383
2	159812460	159812627	MGP_C57BL6NJ_G0027056	Pygb	2:159812460-159812627	2.6605999	27.365311	0.14161694	99.699486	0.14161694	18252	0.084388763
2	159814873	159815139	MGP_C57BL6NJ_G0027056	Pygb	2:159814873-159815139	4.7091599	24.311481	0.19139281	88.57353	0.19139281	19680	0.088991642
2	159822237	159822536	MGP_C57BL6NJ_G0027056	Pygb	2:159822237-159822536	2.39206	20.446517	0.08260529	74.492384	0.08260529	26329.4	0.035505409
2	159823079	159823246	MGP_C57BL6NJ_G0027056	Pygb	2:159823079-159823246	2.8970201	20.446517	0.10004314	74.492384	0.10004314	27171.4	0.043000545
2	159828549	159828878	MGP_C57BL6NJ_G0027056	Pygb	2:159828549-159828878	3.0748501	15.364228	0.080179406	55.97618	0.080179406	32641.4	0.023852662
2	109459700	109460025	MGP_C57BL6NJ_G0026634	Cd59b	2:109459700-109460025	2.78722	3.6400369	0.021022856	22.036361	0.021022856	170649.33	0.021260821
2	109605062	109605327	MGP_C57BL6NJ_G0026634	Cd59b	2:109605062-109605327	3.2950799	6.6679433	0.039898287	40.366955	0.039898287	25347.333	0.079905928
2	109629773	109630031	MGP_C57BL6NJ_G0026634	Cd59b	2:109629773-109630031	3.6088901	16.518321	0.10138527	100	0.10138527	680.66667	0.53150431
2	109663928	109665091	MGP_C57BL6NJ_G0026634	Cd59b	2:109663928-109665091	9.5714197	4.7278061	0.079839315	28.621589	0.079839315	33254.667	0.10911232
2	58897	59724	MGP_C57BL6NJ_G0025727	Fam107b	2:58897-59724	7.4528999	0.45515883	0.064645543	100	0.064645543	654991.75	0.020858294
2	234702	235903	MGP_C57BL6NJ_G0025727	Fam107b	2:234702-235903	9.8181801	0.45515883	0.081072827	100	0.081072827	478812.75	0.026158661
2	286632	287249	MGP_C57BL6NJ_G0025727	Fam107b	2:286632-287249	9.6976299	0.45515883	0.079074016	100	0.079074016	427466.75	0.025513732
2	389000	389742	MGP_C57BL6NJ_G0025727	Fam107b	2:389000-389742	9.3396101	0.45515883	0.073343019	100	0.073343019	324973.75	0.02366459
2	444011	445156	MGP_C57BL6NJ_G0025727	Fam107b	2:444011-445156	10.35559	0.45515883	0.080286574	100	0.080286574	269559.75	0.025904972
2	482724	483590	MGP_C57BL6NJ_G0025727	Fam107b	2:482724-483590	16.72331	0.45515883	0.12857892	100	0.12857892	231125.75	0.041486803
2	807187	807863	MGP_C57BL6NJ_G0025727	Fam107b	2:807187-807863	10.5692	0.45515883	0.068299798	100	0.068299798	92472.25	0.022037362
2	975926	976968	MGP_C57BL6NJ_G0025727	Fam107b	2:975926-976968	17.49786	0.45515883	0.10607017	100	0.10607017	261211.25	0.034224212
2	165701873	165703002	MGP_C57BL6NJ_G0027182	Nfs1	2:165701873-165703002	13.04604	13.074431	0.071967235	19.879618	0.071967235	32236	0.037429663
2	165708289	165708480	MGP_C57BL6NJ_G0027182	Nfs1	2:165708289-165708480	15.80266	10.397737	0.072087563	15.809717	0.072087563	26758	0.028725103
2	165712043	165712308	MGP_C57BL6NJ_G0027182	Nfs1	2:165712043-165712308	13.11316	19.178806	0.12845997	29.161295	0.12845997	22930	0.094491777
2	165735867	165736874	MGP_C57BL6NJ_G0027182	Nfs1	2:165735867-165736874	8.1429195	65.768018	0.27082832	100	0.27082832	952.5	0.6855534
2	24063146	24064249	MGP_C57BL6NJ_G0025866	Ptgds	2:24063146-24064249	7.8942499	9.9957081	0.041813209	17.347173	0.041813209	40265.4	0.020071383
2	24095469	24096373	MGP_C57BL6NJ_G0025866	Ptgds	2:24095469-24096373	8.2713499	57.621541	0.17662503	100	0.17662503	8141.4	0.48875064
2	24104089	24104802	MGP_C57BL6NJ_G0025866	Ptgds	2:24104089-24104802	4.3864398	57.621541	0.10337895	100	0.10337895	35.4	0.28606663
2	24113163	24113517	MGP_C57BL6NJ_G0025866	Ptgds	2:24113163-24113517	4.0661302	23.547475	0.055669371	40.86575	0.055669371	8649.6	0.062952195
2	136449380	136450169	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:136449380-136450169	12.43646	4.1377006	0.089915194	27.292366	0.089915194	309910.5	0.04603808
2	136618267	136618929	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:136618267-136618929	16.268789	5.0983816	0.12064173	33.62904	0.12064173	141150.5	0.080652006
2	136698234	136698621	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:136698234-136698621	4.2365298	7.362831	0.04108263	48.565399	0.04108263	61458.5	0.036285752
2	136727075	136728166	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:136727075-136728166	10.02408	8.6812698	0.084811526	57.26185	0.084811526	31913.5	0.095832464
2	136735765	136736018	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:136735765-136736018	4.7072501	15.160652	0.076501394	100	0.076501394	24061.5	0.15908823
2	136830540	136831403	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:136830540-136831403	17.31213	5.1863148	0.15356648	34.209049	0.15356648	70461.5	0.10448066
2	137318844	137319746	MGP_C57BL6NJ_G0015862	9830144P21Rik	2:137318844-137319746	35.392651	2.5923394	0.17387053	17.099129	0.17387053	558765.5	0.085849361
2	31442110	31442758	MGP_C57BL6NJ_G0026015	Plpp7	2:31442110-31442758	3.50755	28.325211	0.070136668	32.203611	0.070136668	16722.333	0.025666918
2	31447211	31447995	MGP_C57BL6NJ_G0026015	Plpp7	2:31447211-31447995	4.00033	25.636737	0.082026553	29.14702	0.082026553	11485.333	0.027168936
2	31452616	31452836	MGP_C57BL6NJ_G0026015	Plpp7	2:31452616-31452836	3.7658	62.93454	0.18075759	71.551786	0.18075759	6644.3333	0.14697418
2	31459168	31460066	MGP_C57BL6NJ_G0026015	Plpp7	2:31459168-31460066	9.2173996	87.956631	0.58985508	100	0.58985508	0	0.6703002
2	62019787	62019968	MGP_C57BL6NJ_G0026181	Itgb6	2:62019787-62019968	9.2575998	9.453615	0.29684765	39.565327	0.29684765	58191.889	0.038849692
2	62044968	62045204	MGP_C57BL6NJ_G0026181	Itgb6	2:62044968-62045204	2.9812601	21.979786	0.17944763	91.989935	0.17944763	32955.889	0.067165012
2	62074802	62075416	MGP_C57BL6NJ_G0026181	Itgb6	2:62074802-62075416	9.7157402	16.206187	0.46738323	67.826233	0.46738323	19831.778	0.10081328
2	62085087	62085668	MGP_C57BL6NJ_G0026181	Itgb6	2:62085087-62085668	4.43466	21.594009	0.27386388	90.375379	0.27386388	20989.222	0.094891357
2	62086888	62087359	MGP_C57BL6NJ_G0026181	Itgb6	2:62086888-62087359	4.29423	21.594009	0.26519158	90.375379	0.26519158	21238.222	0.091886484
2	62098275	62098501	MGP_C57BL6NJ_G0026181	Itgb6	2:62098275-62098501	2.7755599	19.742423	0.1680018	82.62611	0.1680018	25143.444	0.064694753
2	62104469	62104673	MGP_C57BL6NJ_G0026181	Itgb6	2:62104469-62104673	2.42381	23.893686	0.15666139	100	0.15666139	28589.444	0.07056723
2	62107163	62107632	MGP_C57BL6NJ_G0026181	Itgb6	2:62107163-62107632	5.6625099	19.964727	0.3394242	83.556497	0.3394242	30027.222	0.14642268
2	62109566	62110253	MGP_C57BL6NJ_G0026181	Itgb6	2:62109566-62110253	3.89937	19.964727	0.23373743	83.556497	0.23373743	31436.667	0.10083094
2	62116551	62116891	MGP_C57BL6NJ_G0026181	Itgb6	2:62116551-62116891	2.6674399	12.349576	0.11745928	51.685522	0.11745928	38392.111	0.03094242
2	62133959	62134815	MGP_C57BL6NJ_G0026181	Itgb6	2:62133959-62134815	6.5077801	11.731919	0.25899917	49.1005	0.25899917	55800.111	0.051257517
2	193937371	193938123	MGP_C57BL6NJ_G0027432	Eef1a2	2:193937371-193938123	15.03395	0.45515883	0.045601948	100	0.045601948	785257	0.021868319
2	25322493	25322875	MGP_C57BL6NJ_G0025908	Egfl7	2:25322493-25322875	5.4538898	15.859214	0.062484539	21.567486	0.062484539	24569.789	0.023034024
2	25330720	25331080	MGP_C57BL6NJ_G0025908	Egfl7	2:25330720-25331080	2.3224001	28.503306	0.045817276	38.762618	0.045817276	16364.789	0.037085011
2	25333456	25333789	MGP_C57BL6NJ_G0025908	Egfl7	2:25333456-25333789	2.5894301	28.503306	0.051085355	38.762618	0.051085355	13655.789	0.041349053
2	25335508	25336123	MGP_C57BL6NJ_G0025908	Egfl7	2:25335508-25336123	3.32798	37.239417	0.071439129	50.643154	0.071439129	11321.789	0.064138858
2	25340560	25341980	MGP_C57BL6NJ_G0025908	Egfl7	2:25340560-25341980	4.9060798	56.653527	0.13182178	77.045064	0.13182178	6275.9474	0.17201979
2	25347109	25347813	MGP_C57BL6NJ_G0025908	Egfl7	2:25347109-25347813	3.68221	73.532974	0.11079025	100	0.11079025	3738.3158	0.18016407
2	25348914	25349389	MGP_C57BL6NJ_G0025908	Egfl7	2:25348914-25349389	2.00085	73.532974	0.060201528	100	0.060201528	3783.7895	0.097898077
2	25354172	25355586	MGP_C57BL6NJ_G0025908	Egfl7	2:25354172-25355586	2.41538	70.138748	0.066871813	95.384075	0.066871813	6728.2105	0.10963076
2	25363814	25365041	MGP_C57BL6NJ_G0025908	Egfl7	2:25363814-25365041	4.8172498	30.671271	0.083334513	41.710907	0.083334513	16370.211	0.055994618
2	24254409	24255280	MGP_C57BL6NJ_G0025877	Tmem141	2:24254409-24255280	7.33395	17.149617	0.079846354	34.374822	0.079846354	17100.857	0.07956717
2	24264502	24264688	MGP_C57BL6NJ_G0025877	Tmem141	2:24264502-24264688	2.6674399	33.680813	0.048684737	67.510077	0.048684737	7692.8571	0.095279572
2	24271751	24272742	MGP_C57BL6NJ_G0025877	Tmem141	2:24271751-24272742	6.3708301	49.890053	0.18540312	100	0.18540312	0	0.53747147
2	24281179	24281413	MGP_C57BL6NJ_G0025877	Tmem141	2:24281179-24281413	4.2365298	30.883868	0.09098446	61.903858	0.09098446	8799.1429	0.16327636
2	138168094	138169061	MGP_C57BL6NJ_G0026928	Mrps26	2:138168094-138169061	12.56052	41.527043	0.61437507	100	0.61437507	0	0.78342155
2	138190844	138191018	MGP_C57BL6NJ_G0026928	Mrps26	2:138190844-138191018	2.9812601	12.895045	0.052452462	31.052163	0.052452462	22214	0.020769195
2	138244244	138245024	MGP_C57BL6NJ_G0026928	Mrps26	2:138244244-138245024	8.0023298	9.949289	0.095192997	23.958578	0.095192997	75614	0.029082248
2	162196119	162196876	MGP_C57BL6NJ_G0027108	Pdrg1	2:162196119-162196876	11.15099	57.167306	0.65079013	100	0.65079013	325.625	0.7743525
2	162214228	162214790	MGP_C57BL6NJ_G0027108	Pdrg1	2:162214228-162214790	3.6088901	17.761679	0.095061035	31.069645	0.095061035	18186.875	0.03605556
2	127366174	127366440	MGP_C57BL6NJ_G0026789	Zfp106	2:127366174-127366440	3.9227099	14.886053	0.044504962	44.088501	0.044504962	68071.182	0.020911039
