Ensembl ID	Gene Name	chr	TSS	#Enhancer	Avg_EnhancerActivity	Avg_EnhancerContact	Avg_EnhancerDistance	Failure
MGP_C57BL6NJ_G0027733	Etfdh	3	82355252,82355086,82355072,82355252,82355107,82355889,82355128	2	26.5366	25.3177	457730	-
MGP_C57BL6NJ_G0028021	Plekho1	3	100342282,100341949,100342003,100342079	8	5.37565	29.4383	279776	-
MGP_C57BL6NJ_G0027466	Pkia	3	4730046,4730047,4793905	5	13.162	13.2673	280996	-
MGP_C57BL6NJ_G0027871	4933434E20Rik	3	93705256,93706634,93706649,93706657,93706662,93706674,93706691,93706691,93707405,93712024,93716712	5	8.86001	21.9682	245925	-
MGP_C57BL6NJ_G0027789	Sh2d2a	3	91207416,91207666,91207672	4	7.88906	25.2138	17414.5	-
MGP_C57BL6NJ_G0027818	Mex3a	3	91999740	5	7.05031	36.7057	8657	-
MGP_C57BL6NJ_G0028300	Hadh	3	138788900,138788823	4	5.41277	35.0909	12622.4	-
MGP_C57BL6NJ_G0003929	Gm43109	3	122341062	8	4.75254	21.9151	39926.5	-
MGP_C57BL6NJ_G0028312	Ppa2	3	140854034,140854046,140854406,140865392,140882795,140882968,140891997,140913692	2	9.37246	20.649	24002.6	-
MGP_C57BL6NJ_G0027620	Foxo1	3	52811440	8	7.00274	27.8889	28701.6	-
MGP_C57BL6NJ_G0003891	Gm16048	3	94173617	5	6.9987	60.05	12112.2	-
MGP_C57BL6NJ_G0027546	Gpr160	3	29868356,29868356,29868356,29868356,29868444,29868448,29868470,29868598	6	7.59699	19.7749	146851	-
MGP_C57BL6NJ_G0027791	Hdgf	3	91278901,91279368,91279850,91282350,91286277	5	9.19955	27.263	13476.7	-
MGP_C57BL6NJ_G0028403	Nexn	3	161265645,161266196,161255208,161248163,161255208,161244724,161244035,161265646,161255262,161248363,161265673,161263384,161261413,161262408,161266228,161252997	13	11.7314	0.42146	631359	-
MGP_C57BL6NJ_G0028414	Acadm	3	163058266,163042449,163051443,163050427,163052308,163058101,163058080,163058076,163055537,163058097	10	13.0538	0.397127	937443	-
MGP_C57BL6NJ_G0003916	Phtf1os	3	109168855	1	13.9503	48.9131	0	-
MGP_C57BL6NJ_G0027549	Skil	3	30129812,30129815,30129815,30129819,30129879,30131587,30132085	5	7.5968	23.4263	24758.5	-
MGP_C57BL6NJ_G0027856	Flad1	3	93012722,93012715,93012721,93012633,93012722	4	9.62204	29.3219	8335.8	-
MGP_C57BL6NJ_G0028219	S1pr1	3	121906530	6	4.90577	31.1341	25296	-
MGP_C57BL6NJ_G0028171	Csf1	3	113353186,113352953,113343231,113352959,113352959,113342993,113352938	2	10.494	0.446471	32981.1	-
MGP_C57BL6NJ_G0003856	Gm20402	3	52812539	8	7.00274	27.8889	28885.8	-
MGP_C57BL6NJ_G0027693	Ccnl1	3	67541002,67541052,67540835,67540966,67535198,67530801,67539659,67533781,67540984,67539692,67534671,67535796,67540456,67540931	8	6.01678	15.8447	155376	-
MGP_C57BL6NJ_G0028337	Mttp	3	146037024,146048175,146048134,146049714	4	8.0028	23.4339	56200.8	-
MGP_C57BL6NJ_G0028228	Lrrc39	3	122814221,122814226	5	8.09669	33.652	10871	-
MGP_C57BL6NJ_G0027473	Zbtb10	3	6773231	4	5.16971	55.2609	2755.25	-
MGP_C57BL6NJ_G0028111	Olfml3	3	108917361,108921133,108915885,108921100	4	6.60976	32.7916	13154.4	-
MGP_C57BL6NJ_G0027628	Ufm1	3	54529245,54529830,54529318,54529322,54529318	1	15.9813	48.3833	8.6	-
MGP_C57BL6NJ_G0027561	Ndufb5	3	31868508,31868513,31868519,31868543,31868544,31873030	4	14.4976	20.5258	121329	-
MGP_C57BL6NJ_G0028063	Pde4dip	3	102534365,102324211,102534365,102326455,102400136,102400058,102511476,102465483,102511425	10	5.40606	14.4296	92214.2	-
MGP_C57BL6NJ_G0028260	1810037I17Rik	3	129758083	1	11.4092	61.3615	0	-
MGP_C57BL6NJ_G0027562	Usp13	3	31956024,31956049,31956189,32064036	6	8.03727	28.0031	87685	-
MGP_C57BL6NJ_G0027854	Zbtb7b	3	92984896,92989776,92985378,92990989,92991287,92991244,92992385	4	9.08075	21.4635	16922.2	-
MGP_C57BL6NJ_G0027826	Rit1	3	92199826,92199831,92199841,92199844,92199848,92199849,92199861	3	6.48307	43.5531	6233.67	-
MGP_C57BL6NJ_G0027529	Fndc3b	3	26429900,26429941,26430809,26430741	7	4.81171	19.5791	27994.4	-
MGP_C57BL6NJ_G0028068	Hmgcs2	3	102948857,102948857	4	4.71263	31.7482	33161.2	-
MGP_C57BL6NJ_G0006368	Gm19710	3	93646387,93648742	1	9.79424	58.5561	963.5	-
MGP_C57BL6NJ_G0003953	4930539J05Rik	3	143156347,143155441	6	11.7725	15.1964	139068	-
MGP_C57BL6NJ_G0027736	Tmem144	3	82596504,82595554,82607579,82607574,82596737	5	6.10515	18.1681	40099.9	-
MGP_C57BL6NJ_G0028262	Myoz2	3	129871262,129871091,129871251,129871210,129871199	3	7.2734	24.6811	55125.7	-
MGP_C57BL6NJ_G0028095	Casq2	3	107108481,107108612,107108705,107154370,107172466	11	5.85439	16.6742	34689.1	-
MGP_C57BL6NJ_G0028090	Igsf3	3	106319423,106319423,106320678	5	5.45327	34.3389	17199.9	-
MGP_C57BL6NJ_G0006265	Gm43672	3	20468434	6	8.33667	26.0891	83105.5	-
MGP_C57BL6NJ_G0027691	Tiparp	3	67083489,67083539,67101119	6	6.18577	13.6833	279934	-
MGP_C57BL6NJ_G0027970	Mrpl9	3	98607191,98607198,98607210	3	9.69911	41.0778	14296	-
MGP_C57BL6NJ_G0028280	Tifa	3	134998575,134998680,134998682,134999417,134999566	3	8.17862	30.2522	8360.67	-
MGP_C57BL6NJ_G0027767	Gatb	3	88759121,88759121,88759129,88759134,88759197	4	7.69763	32.4645	24390.4	-
MGP_C57BL6NJ_G0028065	Notch2	3	102666486,102666497	6	4.84265	28.065	12805.2	-
MGP_C57BL6NJ_G0028182	Gnai3	3	113776496	5	6.971	31.6282	30678.6	-
MGP_C57BL6NJ_G0027755	Sfrp2	3	86768232,86768476,86768764	5	5.47464	17.1063	133222	-
MGP_C57BL6NJ_G0028413	Rabggtb	3	163022089,163021923,163022787,163022705,163022771,163021859,163021859,163021859,163021859,163021811,163022733,163022709	11	12.6516	0.399127	914610	-
MGP_C57BL6NJ_G0003878	Gm26771	3	86791856	4	5.09952	34.9694	24779.2	-
MGP_C57BL6NJ_G0027514	Cp	3	18241816,18241816,18241823,18241831,18241873,18241981,18242046,18259181,18260224,18264099,18271345,18272145,18272720,18276329,18278262,18279869	8	10.3193	16.13	124989	-
MGP_C57BL6NJ_G0027848	Efna1	3	92874906,92875005	9	4.0103	39.6775	6609.44	-
MGP_C57BL6NJ_G0003872	Gm37305	3	67540561	5	6.99079	21.2518	32147.8	-
MGP_C57BL6NJ_G0027887	S100a1	3	94241651,94241537	4	9.03421	51.5199	14550.8	-
MGP_C57BL6NJ_G0027526	Nceh1	3	25852254,25852293,25852293,25852293,25857730	5	9.03571	18.2468	42032.6	-
MGP_C57BL6NJ_G0027557	Mfn1	3	31638080,31638146,31638154,31640160,31640169,31655221,31665611,31674122,31675484,31688223	2	10.4253	39.8111	16542.3	-
MGP_C57BL6NJ_G0027695	Ptx3	3	67812391,67812726	4	6.39402	30.2455	12361.2	-
MGP_C57BL6NJ_G0027653	Tsc22d2	3	59357396,59357401,59358559,59360165	5	8.41478	23.0543	65093.8	-
MGP_C57BL6NJ_G0028336	1110002E22Rik	3	145968034,145974579	6	4.51531	36.8224	224649	-
MGP_C57BL6NJ_G0006344	Gm37256	3	78416169	3	13.8463	21.3996	151066	-
MGP_C57BL6NJ_G0027480	Fabp4	3	7811241,7811223	8	7.45561	39.8323	236307	-
MGP_C57BL6NJ_G0028250	Abcd3	3	128510648,128510784,128510648,128459462,128510391,128510679	3	5.62357	24.2133	44037.5	-
MGP_C57BL6NJ_G0027710	Smc4	3	70776446,70776678,70776699,70776716,70776723,70789527,70789733,70791952,70795064,70797198,70804172	3	7.96881	16.2548	25413.2	-
MGP_C57BL6NJ_G0027873	Nup210l	3	93770551,93770553	7	9.13613	9.99215	243207	-
MGP_C57BL6NJ_G0006564	Gm12519	4	56698463	15	6.18324	3.26882	298571	-
MGP_C57BL6NJ_G0029388	Zfp46	4	143751707,143751799,143752093,143753091,143753128	4	5.76377	29.931	27854	-
MGP_C57BL6NJ_G0029162	Pabpc4	4	129506258,129529752,129529759,129529772,129529838,129530022,129543595,129547999	10	4.19267	30.0593	20619.9	-
MGP_C57BL6NJ_G0028553	Topors	4	39566319	4	14.6825	27.6953	125322	-
MGP_C57BL6NJ_G0028967	Cpt2	4	112524972,112524922,112524907,112509313,112524809,112524950	6	5.58081	18.0171	27257.4	-
MGP_C57BL6NJ_G0028758	Hsdl2	4	60526351,60526433,60542934	1	3.7658	16.186	2.42984e+06	-
MGP_C57BL6NJ_G0028690	Nr4a3	4	48142176,48142254,48146137,48148271	4	9.7415	23.2556	82584.4	-
MGP_C57BL6NJ_G0004081	Gm26716	4	137664443	7	3.90698	28.6903	19429.4	-
MGP_C57BL6NJ_G0028577	Enho	4	41062527	2	7.40043	50.1733	4183	-
MGP_C57BL6NJ_G0029445	Aldh4a1	4	147522435,147522463,147522678	8	5.60463	13.3844	411726	-
MGP_C57BL6NJ_G0003982	Gm11816	4	6235151,6235093	3	5.38063	32.0112	55356.7	-
MGP_C57BL6NJ_G0028512	Ndufaf4	4	22941240,22941288,22941333	2	16.998	25.6058	89983	-
MGP_C57BL6NJ_G0028506	Coq3	4	19668812,19696108	13	10.1213	2.64307	498997	-
MGP_C57BL6NJ_G0029605	Acot7	4	161877994,161885625,161885994,161886066,161907448,161907506	1	13.7908	0.416807	159020	-
MGP_C57BL6NJ_G0029457	Sdhb	4	149004666,149004864,149004866	3	4.67265	63.558	6706.78	-
MGP_C57BL6NJ_G0028468	Gem	4	8800076,8801426	6	4.93126	22.8378	22969.8	-
MGP_C57BL6NJ_G0028485	Decr1	4	13359613,13359381,13358595	4	10.9999	26.005	28235	-
MGP_C57BL6NJ_G0029471	Hspb7	4	149507528	8	4.41613	37.8265	9706.5	-
MGP_C57BL6NJ_G0029281	Ptpru	4	138761559,138686896,138761427,138761502,138761523,138744732,138724513,138718297,138725137	8	4.96799	26.2023	30750.6	-
MGP_C57BL6NJ_G0028641	Hrct1	4	43438969	4	3.8496	49.4324	3427	-
MGP_C57BL6NJ_G0029273	Fabp3	4	137260699	5	3.36245	54.3742	4087.6	-
MGP_C57BL6NJ_G0029039	Uqcrh	4	121474421,121474458,121474418,121469631,121474446	3	11.2519	25.089	24598.3	-
MGP_C57BL6NJ_G0029276	Nkain1	4	137371498,137371705,137390427	6	6.80737	31.3031	26522.4	-
MGP_C57BL6NJ_G0029165	Ndufs5	4	130010608,130012580,130012564,130012559	2	7.68441	49.6361	29880.9	-
MGP_C57BL6NJ_G0029418	Pink1	4	146068525,146068546	6	6.73824	48.1487	181505	-
MGP_C57BL6NJ_G0029087	Ptprf	4	123897816,123897647,123821022,123839759,123839330,123814083,123834414	9	5.98132	9.29466	77554.6	-
MGP_C57BL6NJ_G0028696	Tmeff1	4	48708329,48708520,48708706,48774315	3	14.9317	17.5228	272513	-
MGP_C57BL6NJ_G0028947	Mroh7	4	111238118,111218992,111217509,111218676,111208941,111238164,111242798	7	7.02076	8.95185	133237	-
MGP_C57BL6NJ_G0029387	Tcea3	4	143708683,143708906,143708927	8	4.45806	32.8445	27240.6	-
MGP_C57BL6NJ_G0004032	Junos	4	98757929,98759381,98759670,98785494,98785641,98803315,98808467,98836445	13	6.15768	17.2025	167593	-
MGP_C57BL6NJ_G0029579	Gpr157	4	159562317	1	28.0832	0.416807	301087	-
MGP_C57BL6NJ_G0029256	Dcdc2b	4	136494839,136489830,136494836	8	5.96762	39.4633	13568.4	-
MGP_C57BL6NJ_G0028993	Rnf11	4	114213144,114213452,114221197	4	9.09787	21.4921	583757	-
MGP_C57BL6NJ_G0029219	Smim12	4	133896118	6	6.37166	60.0395	9388.83	-
MGP_C57BL6NJ_G0028561	Bag1	4	40291908,40291921,40291870	8	7.21864	21.4818	59418.5	-
MGP_C57BL6NJ_G0028554	Ndufb6	4	39577927,39577915	3	8.54155	26.7603	7970.67	-
MGP_C57BL6NJ_G0028922	Pde4b	4	106295566,106295748,106295764,106475911,106476172,106476399,106677232,106685761,106732760,106842589,106860950,106863115,106863235	7	3.90207	13.4517	247512	-
MGP_C57BL6NJ_G0028578	Cntfr	4	41137517,41139126,41099901,41137520,41139175,41138010	9	4.9288	33.3988	136786	-
MGP_C57BL6NJ_G0028915	Lepr	4	105886442,105886442,105886442,105886445,105937580,105939965,105957334	7	6.44759	12.3016	54022.2	-
MGP_C57BL6NJ_G0029354	Mtfr1l	4	141835821,141835940,141835851,141835811,141835649,141835940,141835597	4	6.98281	42.7584	13672.8	-
MGP_C57BL6NJ_G0028564	Aqp7	4	40403036,40405727,40393813,40388484	6	4.53311	28.6035	11794	-
MGP_C57BL6NJ_G0028440	Chchd7	4	595137,595137,595139,595163,595163,595163,595163,595163,595169,595292,595671,595749,597092,599652,603046	6	21.6219	0.407789	563547	-
MGP_C57BL6NJ_G0028777	Alad	4	63621640,63621677,63621653	5	7.00642	38.7874	5527.67	-
MGP_C57BL6NJ_G0028562	Chmp5	4	40292034	8	7.21864	21.4818	59468.9	-
MGP_C57BL6NJ_G0029292	Trnau1ap	4	139325062,139325111,139325089,139325067,139324962,139324987,139325077,139325055,139325111,139320849,139325111,139325088	6	8.9892	29.9959	24194.4	-
MGP_C57BL6NJ_G0029042	Pomgnt1	4	121525371,121540676,121540691,121541194,121553784,121553791,121554697,121557861,121558585,121559203,121559215,121560658	7	7.1528	23.4653	159511	-
MGP_C57BL6NJ_G0029313	Map3k6	4	140346661,140353015,140353091,140356662	5	5.6635	30.9433	16671.8	-
MGP_C57BL6NJ_G0028808	2310002L09Rik	4	75954847,75963892,75963891	9	9.92347	5.18027	108315	-
MGP_C57BL6NJ_G0029639	Ski	4	165184227,165218378,165218435	1	24.4909	0.416807	395615	-
MGP_C57BL6NJ_G0028836	Acer2	4	89991317,89991335,89991335,90065465	6	7.31942	19.6706	32020.3	-
MGP_C57BL6NJ_G0029014	Trabd2b	4	119606868	6	9.56469	33.2463	35293	-
MGP_C57BL6NJ_G0029055	Mmachc	4	122176286,122176168	11	14.6555	0.404614	364267	-
MGP_C57BL6NJ_G0028942	Dhcr24	4	111058498	2	7.80497	24.341	16395	-
MGP_C57BL6NJ_G0029477	Slc25a34	4	149741596	9	3.75046	30.8124	16583.4	-
MGP_C57BL6NJ_G0029028	Cyp4b1	4	120998279,120989912,120991383,120983850	6	6.85505	27.9017	12070.8	-
MGP_C57BL6NJ_G0028543	Smim8	4	33605380,33605395,33605454,33605368,33605301,33605362,33605386,33605249	3	13.664	21.2313	122681	-
MGP_C57BL6NJ_G0029680	Perm1	4	166291506	4	14.0255	0.416807	445338	-
MGP_C57BL6NJ_G0029267	Pef1	4	137041938,137046953	4	5.06778	36.7819	12749.9	-
MGP_C57BL6NJ_G0028876	Jun	4	98758617	8	5.80933	26.5543	43078.4	-
MGP_C57BL6NJ_G0029615	A430005L14Rik	4	163850635,163850635,163850653,163850664,163850664,163850727,163853190	1	24.4909	0.416807	960189	-
MGP_C57BL6NJ_G0028833	Plin2	4	89726495,89739966,89726456,89726960,89734408,89739466,89739674,89739892	4	6.21949	27.492	17102.3	-
MGP_C57BL6NJ_G0028970	Scp2	4	112752883,112666037,112692369,112692425,112752912,112781806	4	7.73854	18.9727	45402.6	-
MGP_C57BL6NJ_G0029569	Rbp7	4	158832653,158832645	1	28.0832	0.416807	428388	-
MGP_C57BL6NJ_G0029428	Pla2g5	4	146622569,146622556,146680821,146615466,146615512,146622558,146622529,146607427,146680801	5	5.88169	14.3513	1.14366e+06	-
MGP_C57BL6NJ_G0029410	Rap1gap	4	145322186,145322214,145341843,145341843,145341843,145342757,145348496,145368299,145379908,145385025,145386365,145388798,145389217,145389247	9	3.85772	18.4226	79910.3	-
MGP_C57BL6NJ_G0029347	Trim63	4	141595399,141595401,141595491,141600267	11	5.78732	23.2301	50402.7	-
MGP_C57BL6NJ_G0028687	Tgfbr1	4	47411724,47411729,47447387	4	4.83642	19.4574	21629.4	-
MGP_C57BL6NJ_G0029378	Hmgcl	4	143348165,143348182,143350217,143363303,143363908	6	5.1484	47.6418	10513.3	-
MGP_C57BL6NJ_G0029238	Fndc5	4	135958670	4	3.39809	58.6624	4402.75	-
MGP_C57BL6NJ_G0029476	Tmem82	4	149736626,149736302,149736045	10	3.90746	30.0142	17801.1	-
MGP_C57BL6NJ_G0030542	Bri3bp	5	134288650,134288832	6	7.16965	36.6089	15564.3	-
MGP_C57BL6NJ_G0030161	Cxcl1	5	95644814,95644816	16	8.4219	0.407613	496678	-
MGP_C57BL6NJ_G0029801	Rbm33	5	27837502,27837558,27837558,27837583,27928338,27951074	2	17.0499	23.5554	43571.2	-
MGP_C57BL6NJ_G0030068	Pdgfra	5	78303537,78303551,78303597,78304180,78304831,78306319,78307121,78308055,78312850	5	4.20312	35.1959	6731.2	-
MGP_C57BL6NJ_G0029996	Pgm1	5	66305526,66317388,66320589,66327950	3	6.85638	17.633	39125.4	-
MGP_C57BL6NJ_G0030415	Pebp1	5	124943640,124943680,124943665,124943622	3	5.91109	30.4814	9940	-
MGP_C57BL6NJ_G0029810	Il6	5	29687147,29687195	1	9.2576	52.3944	0	-
MGP_C57BL6NJ_G0030025	Slc30a9	5	69858519,69858519,69858528,69858529,69858748,69867264,69867290,69883651	2	10.7953	18.888	29469.1	-
MGP_C57BL6NJ_G0030524	Kmt5a	5	133232157,133232175,133232196,133237696,133239213,133240133,133240391,133240434,133243600,133243813,133244600	6	6.01701	29.4975	13097	-
MGP_C57BL6NJ_G0030655	Ephb4	5	147355024,147355056,147355087,147355345,147355428	5	5.08477	32.6019	327960	-
MGP_C57BL6NJ_G0004274	Gm9754	5	125807910	7	3.03079	41.1955	6328.14	-
MGP_C57BL6NJ_G0030631	Polr2j	5	145977216,145977216,145977287	1	12.2474	71.2248	0	-
MGP_C57BL6NJ_G0030162	Cxcl2	5	95658254,95658256,95658256,95658256	16	8.4219	0.40699	508417	-
MGP_C57BL6NJ_G0029814	Hadha	5	29857005,29856819,29820606,29827420,29835343,29841328,29856805,29849844,29856833	6	6.69153	19.5875	34054.3	-
MGP_C57BL6NJ_G0029791	Kmt2c	5	24765062,24609651,24618126,24824866,24590969,24602955,24824823,24824876,24824904	5	6.13885	15.4177	131818	-
MGP_C57BL6NJ_G0029824	Cenpa	5	30365516,30365636,30365651,30365674,30365682,30365696,30365699,30365713,30365737,30368561,30370609	2	7.08634	45.5686	7390	-
MGP_C57BL6NJ_G0030641	Cldn15	5	146947385,146948450,146954519	4	9.81081	28.3633	10929.4	-
MGP_C57BL6NJ_G0030722	Tmem184a	5	150177564,150178564,150172346,150178323,150185789	6	6.08834	23.4745	25876.6	-
MGP_C57BL6NJ_G0030603	Dnajc30	5	144784943	2	9.35135	45.2648	8395.5	-
MGP_C57BL6NJ_G0030517	Ogfod2	5	132857195,132857199,132857212,132857214,132857214,132857231,132857305,132857689,132858177	3	7.80727	30.9074	5977.11	-
MGP_C57BL6NJ_G0030792	Atp5j2	5	156114240,156113770,156113770,156113689,156113706	5	17.8621	0.411607	273716	-
MGP_C57BL6NJ_G0029774	Fastk	5	23666202,23666194,23663223,23666295,23666214,23666195,23662532,23666216,23663109,23663306,23664966,23666246,23666216,23666205,23666205	8	6.25089	32.6503	21849.8	-
MGP_C57BL6NJ_G0030232	Slc10a6	5	109560027	4	6.26764	29.0184	7865	-
MGP_C57BL6NJ_G0029815	Hadhb	5	29857091,29857101,29857115,29857115,29857118,29857146,29876771,29881988,29883649	5	7.15168	25.8032	26853.6	-
MGP_C57BL6NJ_G0029736	Cd36	5	16544515,16530420,16584881,16544452,16530441,16584935	16	4.55507	20.3606	36519.1	-
MGP_C57BL6NJ_G0029746	Fgl2	5	20318107	6	6.61063	13.9507	32518.3	-
MGP_C57BL6NJ_G0030156	Cxcl5	5	95522297,95522315	2	3.45199	90.047	489.5	-
MGP_C57BL6NJ_G0030387	Acads	5	122502714,122502773,122502737,122502702	5	6.0641	49.6423	11661.8	-
MGP_C57BL6NJ_G0030165	Ereg	5	95837000	7	7.5553	2.30999	1.02236e+06	-
MGP_C57BL6NJ_G0030198	Bmp2k	5	102447958,102447958	5	5.19527	31.1562	322754	-
MGP_C57BL6NJ_G0030069	Kit	5	78764456,78764495,78806761,78833278,78838528,78840375,78843760,78843859	3	4.4034	13.1759	62384.2	-
MGP_C57BL6NJ_G0029834	Tcf23	5	30708427	8	6.12249	26.3196	28609.5	-
MGP_C57BL6NJ_G0029878	Fam53a	5	33695037,33694314,33695024,33694990,33694985,33695001,33694464,33695007	4	8.23308	35.7948	20402.9	-
MGP_C57BL6NJ_G0029984	Smim20	5	54459871,54459926,54459926,54459965,54459978,54469779	5	5.55386	21.7555	38998.1	-
MGP_C57BL6NJ_G0030422	Tesc	5	125764274,125764296,125764401,125772472,125777278,125777279	5	3.4985	32.1159	12641.3	-
MGP_C57BL6NJ_G0030470	Myl2	5	130527791,130527797,130527820,130527823,130527872,130528001,130528225,130528420,130528637,130530019,130530021,130530753	9	3.15288	38.0689	7030.74	-
MGP_C57BL6NJ_G0029735	Sema3c	5	16256625,16256993,16257110,16257243,16377040	4	8.86907	13.5387	75592.1	-
MGP_C57BL6NJ_G0029756	Reln	5	21365242,20892108,21365230,20890058,20895086,20892028,20933568,21011736,21365230,21051380,21149534,21365230,21365230,21365230,21365242	10	9.98035	1.66039	753693	-
MGP_C57BL6NJ_G0030393	Coq5	5	122688754,122688783,122694569	3	9.51902	53.3733	11090.9	-
MGP_C57BL6NJ_G0004158	Gm15587	5	23588643,23588675	8	6.26074	23.5223	27301.1	-
MGP_C57BL6NJ_G0030238	Nudt9	5	110034225,110034445,110034788,110034887,110035073,110035540	3	8.11148	25.0923	107425	-
MGP_C57BL6NJ_G0029740	Phtf2	5	19770978,19654681,19743715,19686182,19770931,19770932,19770899	3	10.8068	12.0486	267345	-
MGP_C57BL6NJ_G0030769	Ankrd61	5	154659824,154659861,154662470	1	18.9526	0.411607	737412	-
MGP_C57BL6NJ_G0030540	Gm10382	5	134234941	5	4.853	74.7661	24912.8	-
MGP_C57BL6NJ_G0029906	Dok7	5	35216853,35216949,35216975,35217164,35237095	11	3.74944	32.8011	137872	-
MGP_C57BL6NJ_G0030738	Gna12	5	151348597	3	5.5478	44.3044	7660.33	-
MGP_C57BL6NJ_G0030227	Cds1	5	107607341,107651569	2	9.24124	16.8999	283500	-
MGP_C57BL6NJ_G0029737	Gnat3	5	16662959	7	7.00498	15.8459	159955	-
MGP_C57BL6NJ_G0030009	Ugdh	5	67753634,67742021,67739357,67746064	4	7.77321	14.7494	98792.3	-
MGP_C57BL6NJ_G0030313	Pxmp2	5	117181362,117181197,117181178,117181295	3	8.4148	31.5306	33370.7	-
MGP_C57BL6NJ_G0030571	Tpst1	5	139332314,139338358,139352583,139394454	7	6.25575	19.9857	31562.5	-
MGP_C57BL6NJ_G0030220	Coq2	5	106427299,106427214,106427307	6	4.83865	34.3076	11996.3	-
MGP_C57BL6NJ_G0029919	Grpel1	5	36708365	6	6.89076	28.7123	27552.7	-
MGP_C57BL6NJ_G0029933	Stk32b	5	38035401	5	9.17623	23.3067	38779.4	-
MGP_C57BL6NJ_G0029822	Kcnk3	5	30281708,30314531	7	4.6423	22.7128	27314.7	-
MGP_C57BL6NJ_G0029863	Fosl2	5	32004578,32004950,32015305	6	4.81758	27.535	28693.6	-
MGP_C57BL6NJ_G0004207	Gm42670	5	69810130	2	10.7953	20.5385	24096	-
MGP_C57BL6NJ_G0030711	Cox19	5	149635690,149635634,149630253,149645742,149635582,149635617,149635622	8	4.66792	24.4658	14239	-
MGP_C57BL6NJ_G0029915	Ablim2	5	35966203,35966203,35966247,35966254,35966254,35966289,35966374,36022681,36022748,36022762,36036405,36036436,36036436,36051338,36059571,36067861,36068689	12	4.62683	14.6667	70790.8	-
MGP_C57BL6NJ_G0029948	Rab28	5	42324352,42324385,42324388,42207659,42209274	3	12.9675	13.7566	161044	-
MGP_C57BL6NJ_G0029840	Trim54	5	30904885,30904907	4	9.85268	27.7804	53314.2	-
MGP_C57BL6NJ_G0030475	Pptc7	5	130747102	6	3.79337	30.7651	11927.5	-
MGP_C57BL6NJ_G0030621	Mdh2	5	145593255,145593411,145593437,145593452,145593460,145593464,145593497	8	5.8896	27.6202	247926	-
MGP_C57BL6NJ_G0030033	Yipf7	5	72247656,72247597	3	10.2402	14.6162	51614.8	-
MGP_C57BL6NJ_G0030411	Hspb8	5	123972022,123963221	5	3.8235	56.9416	10673.8	-
MGP_C57BL6NJ_G0030180	Cxcl10	5	97245720,97245735,97245742,97245735	5	6.93077	36.0562	12018.6	-
MGP_C57BL6NJ_G0029703	Cldn12	5	2809282,2809159,2809243,2809195,2809100,2809159,2809328,2808819	10	16.9881	0.382381	690708	-
MGP_C57BL6NJ_G0030363	Acacb	5	121379446,121405829,121417278,121444114,121497870	9	4.75346	24.0496	46856.6	-
MGP_C57BL6NJ_G0029778	Asb10	5	23776807,23777328,23776942	3	7.8615	33.9994	18546.7	-
MGP_C57BL6NJ_G0030740	Sdk1	5	151807975,151808403,151941202,152455735	4	13.7307	0.401834	473369	-
MGP_C57BL6NJ_G0030285	Atp5k	5	115047664,115047664,115047613	4	7.48944	47.2873	12711.8	-
MGP_C57BL6NJ_G0029994	0610040J01Rik	5	66006726,66006883,66078298,66079465	5	5.33489	11.4844	468922	-
MGP_C57BL6NJ_G0029752	Pmpcb	5	20713539,20715447,20717187,20721160,20737397,20737523,20737659	5	8.13363	14.638	31983.8	-
MGP_C57BL6NJ_G0029794	Actr3b	5	25116737,25116821	4	5.3535	49.2928	3479.75	-
MGP_C57BL6NJ_G0030157	Ppbp	5	95531422	17	8.28647	0.410393	484020	-
MGP_C57BL6NJ_G0030413	Suds3	5	124746342,124734742,124746457,124729146,124743895,124740203	5	5.94621	30.3489	17413.8	-
MGP_C57BL6NJ_G0031625	Zfp9	6	124357904,124344373	2	9.16987	23.4178	16456.2	-
MGP_C57BL6NJ_G0031841	Smim10l1	6	140956704,140957051,140957085,140957132	6	11.4468	16.4914	123554	-
MGP_C57BL6NJ_G0031294	Krcc1	6	73634206,73634230,73634548,73645611	3	6.63531	23.0199	11471.7	-
MGP_C57BL6NJ_G0031710	Lag3	6	131605984,131604330	6	7.95259	22.4984	94877.5	-
MGP_C57BL6NJ_G0004506	Gm15543	6	154216044	3	17.306	0.436688	368011	-
MGP_C57BL6NJ_G0030933	Lmod2	6	22864067	11	5.98917	26.9208	28115	-
MGP_C57BL6NJ_G0031764	Fkbp4	6	135481331,135481331,135480794,135480307	4	7.53186	42.2229	4724.75	-
MGP_C57BL6NJ_G0016041	Gm26728	6	132258032,132258036,132258038	5	5.01226	37.6051	21446.1	-
MGP_C57BL6NJ_G0004475	Gm43126	6	134011927	8	7.24951	16.5484	401434	-
MGP_C57BL6NJ_G0016017	2210408F21Rik	6	29953103,29953103,29953103,29953109,29953157,29953157,29953174,29953174,29953187,29953193,29953199,30015568,30022722,30031557,30060799	10	4.14083	24.267	52970.8	-
MGP_C57BL6NJ_G0031488	Lsm3	6	95533611,95533640,95533660,95533730,95533731	6	5.52317	19.6639	15988.3	-
MGP_C57BL6NJ_G0031895	Pde3a	6	149988371,149989068	15	11.7755	0.421161	680743	-
MGP_C57BL6NJ_G0004445	0610040F04Rik	6	113850312,113798574	8	6.6905	17.2442	53490.4	-
