Ensembl ID	Gene Name	chr	TSS	#Enhancer	Avg_EnhancerActivity	Avg_EnhancerContact	Avg_EnhancerDistance	Failure
MGP_CASTEiJ_G0026701	Rorc	3	93786277,93790899,93790927,93790983	6	7.1913	21.6985	64737.2	-
MGP_CASTEiJ_G0026598	Flad1	3	89316750,89316743,89316749,89316661,89316750	6	9.01104	32.93	21187.9	-
MGP_CASTEiJ_G0026280	Fndc3b	3	25055154,25055113,25056022,25055954	5	4.82398	20.0624	35580.9	-
MGP_CASTEiJ_G0026277	Nceh1	3	24489773,24489812,24489812,24489812,24495263	10	6.64589	21.3795	13991.5	-
MGP_CASTEiJ_G0026596	Zbtb7b	3	89287321,89292229,89287803,89293436,89294184,89294141,89295286	8	6.20028	39.3667	20565	-
MGP_CASTEiJ_G0006065	Gm37256	3	75039018	3	14.2726	21.9398	133572	-
MGP_CASTEiJ_G0027002	Myoz2	3	124025831,124025660,124025820,124025779,124025768	6	7.16662	19.1733	45848.7	-
MGP_CASTEiJ_G0026846	Csde1	3	102874828,102874850,102875932,102885325,102886377,102886636,102886665,102889855,102890203,102896450,102907424	7	12.3585	10.2392	112465	-
MGP_CASTEiJ_G0026924	Gnai3	3	108519029	3	5.12598	40.3436	8729.33	-
MGP_CASTEiJ_G0006088	Gm19710	3	89950478,89952820	4	7.89167	26.8119	75230.5	-
MGP_CASTEiJ_G0026750	Mrps21	3	95376978,95385052,95384152,95384900	6	7.69338	48.3301	10863.7	-
MGP_CASTEiJ_G0026311	Ndufb5	3	30283017,30283022,30283028,30283052,30283053,30287602	5	13.6997	17.82	72916.1	-
MGP_CASTEiJ_G0026438	Ccnl1	3	64755957,64756007,64755793,64755921,64745765,64754620,64748742,64755939,64754653,64755994,64749632,64750757,64755417,64756076	10	6.54275	12.0579	206161	-
MGP_CASTEiJ_G0027153	Rabggtb	3	156682359,156683046,156682200,156682964,156683030,156682136,156682136,156682136,156682136,156682084,156682992,156682973,156682968	5	6.64699	24.4552	15167	-
MGP_CASTEiJ_G0027022	Tifa	3	129034809,129034914,129034916,129035652,129035801	5	6.18761	18.1881	76659	-
MGP_CASTEiJ_G0003647	Gm26771	3	83289461	7	6.75514	12.107	218081	-
MGP_CASTEiJ_G0026705	Mrpl9	3	93862932,93862939,93862951	3	10.9395	39.6672	843274	-
MGP_CASTEiJ_G0027000	1810037I17Rik	3	123908172	2	8.03254	34.0564	5758.5	-
MGP_CASTEiJ_G0026560	Mex3a	3	88320792	6	6.86336	47.3958	12181	-
MGP_CASTEiJ_G0026227	Zbtb10	3	6563910,6563986	2	6.86244	88.5638	704	-
MGP_CASTEiJ_G0026234	Fabp4	3	7563310,7563292	11	4.1118	38.532	216127	-
MGP_CASTEiJ_G0003685	Phtf1os	3	103888570	1	13.4481	53.5343	0	-
MGP_CASTEiJ_G0003625	Gm20402	3	50586251	6	3.03312	28.1326	11047.3	-
MGP_CASTEiJ_G0027143	Nexn	3	154938645,154938094,154926885,154919830,154926885,154916379,154915691,154938095,154926931,154920030,154938122,154935843,154933881,154934865,154938677,154924665	6	4.86429	27.7599	72739.2	-
MGP_CASTEiJ_G0026296	Gpr160	3	28362240,28362240,28362240,28362240,28362279,28362283,28362305,28362433	4	5.27887	26.6723	29878.4	-
MGP_CASTEiJ_G0005989	Gm43672	3	19301709	5	13.3598	34.8292	312894	-
MGP_CASTEiJ_G0003698	Gm43109	3	116667882	7	3.61651	32.3993	15318.6	-
MGP_CASTEiJ_G0026837	Casq2	3	101902472,101902603,101902696,101945547,101965683	10	4.38132	19.8204	31878.1	-
MGP_CASTEiJ_G0026535	Hdgf	3	87619815,87620551,87621033,87623537,87627464	5	8.73442	37.6	11438.6	-
MGP_CASTEiJ_G0027042	Hadh	3	132839222,132839145	5	7.74684	27.7201	14717.4	-
MGP_CASTEiJ_G0027079	Mttp	3	139914863,139900746,139914361,139914403,139915995	4	6.58731	18.3652	28834.1	-
MGP_CASTEiJ_G0026364	Ndufc1	3	49670771,49669282,49670449,49670747	3	8.25723	32.2959	7079.08	-
MGP_CASTEiJ_G0026913	Csf1	3	108108647,108108414,108099140,108108420,108108420,108098902,108108399	9	3.7808	35.1155	14234.6	-
MGP_CASTEiJ_G0026806	Notch2	3	97678842,97678853	5	5.626	38.6277	11705.8	-
MGP_CASTEiJ_G0026853	Olfml3	3	103641422,103645188,103639751,103645155	6	3.6034	28.7251	16608.4	-
MGP_CASTEiJ_G0026288	Mecom	3	27444014,27976280,27444363,27572615,27674105,27426981,27427020,27976069,27976369,28016806,27443919,27444062,27442304,27976280,27673903,27976041,27674262	11	5.15051	13.9568	271530	-
MGP_CASTEiJ_G0027050	Npnt	3	134507825,134507526,134507643,134507526,134507526,134459998	6	12.8361	12.1756	158536	-
MGP_CASTEiJ_G0026615	Nup210l	3	90061265,90061267	10	9.28713	8.95705	228654	-
MGP_CASTEiJ_G0026370	Foxo1	3	50583261	5	3.17276	37.8348	6121	-
MGP_CASTEiJ_G0026533	Sh2d2a	3	87555846,87556096,87556102	8	5.95033	27.1147	26702.2	-
MGP_CASTEiJ_G0026312	Usp13	3	30373412,30373437,30373577,30472771	6	8.99046	21.5513	46412.8	-
MGP_CASTEiJ_G0003641	Gm37305	3	64755519	7	6.9629	19.6252	68506.3	-
MGP_CASTEiJ_G0026377	Ufm1	3	52264669,52264084,52264157,52264161,52264157	2	10.6345	21.3369	31181.8	-
MGP_CASTEiJ_G0026500	Sfrp2	3	83262784,83263028,83263316	4	6.76003	23.1778	60930	-
MGP_CASTEiJ_G0026220	Pkia	3	4559455,4559456,4623449	5	9.91064	24.1788	64216.4	-
MGP_CASTEiJ_G0026964	Vcam1	3	116669127,116660201,116668896,116668350	6	3.54336	35.7671	6804.17	-
MGP_CASTEiJ_G0026436	Tiparp	3	64285620,64285670,64304372	2	6.20092	33.4782	6398.17	-
MGP_CASTEiJ_G0026804	Pde4dip	3	97375230,97549113,97343300,97549113,97345543,97420867,97420789,97525315,97479394,97525264	11	5.53172	13.1305	85612.5	-
MGP_CASTEiJ_G0026568	Rit1	3	88512412,88512482,88512487,88512500,88512504,88512505,88512517	3	5.13659	86.8255	7769.67	-
MGP_CASTEiJ_G0026307	Mfn1	3	30063323,30063389,30063397,30065407,30065416,30080020,30088026,30096458,30097827,30109159	4	16.0363	16.9193	76623.5	-
MGP_CASTEiJ_G0027078	1110002E22Rik	3	139831530,139838105	7	4.24441	32.4068	7858.43	-
MGP_CASTEiJ_G0027093	Unc5c	3	143415607,143415965,143415990,143415990,143415990,143415990,143416062,143755329	5	10.8828	15.8373	111098	-
MGP_CASTEiJ_G0026832	Igsf3	3	101144606,101144606,101145856	7	4.44236	26.3802	14298.1	-
MGP_CASTEiJ_G0003657	Gm15417	3	89292010,89292130,89294800,89296496	7	6.67308	41.4834	17658.5	-
MGP_CASTEiJ_G0026402	Tsc22d2	3	56988672,56988677,56989838,56991450	3	7.21074	22.8496	46440.5	-
MGP_CASTEiJ_G0026512	Gatb	3	85164125,85164125,85164133,85164138,85164201	5	6.78619	34.2048	14464.8	-
MGP_CASTEiJ_G0003722	4930539J05Rik	3	137068565,137067661	6	8.55387	17.0972	387880	-
MGP_CASTEiJ_G0026590	Efna1	3	89169324,89169423	8	4.10843	62.9143	5765.81	-
MGP_CASTEiJ_G0026629	S100a1	3	90522523,90522408	6	6.62022	37.6658	13209.6	-
MGP_CASTEiJ_G0026969	Lrrc39	3	117140123,117140128	8	6.86151	11.8583	160745	-
MGP_CASTEiJ_G0026265	Cp	3	17181670,17181670,17181677,17181685,17181727,17181834,17181900,17194959,17196005,17200534,17206603,17207425,17208002,17211602,17213569,17215183	7	11.4529	11.3344	100754	-
MGP_CASTEiJ_G0027248	Coq3	4	18702560,18725156	5	6.61664	19.2765	151859	-
MGP_CASTEiJ_G0028364	Perm1	4	156008972	7	5.69691	40.4932	15764.9	-
MGP_CASTEiJ_G0028182	Slc25a34	4	141058186	6	3.66305	48.2832	9706.33	-
MGP_CASTEiJ_G0003749	Gm11816	4	5855629,5855573	6	6.3643	20.9639	82863.2	-
MGP_CASTEiJ_G0027749	Pomgnt1	4	113734514,113747904,113747919,113748422,113764186,113764193,113765099,113768271,113768995,113769613,113769625,113771067	7	6.82112	24.0797	331342	-
MGP_CASTEiJ_G0027652	Dhcr24	4	104423881,104423978	3	6.93003	22.8908	18204.3	-
MGP_CASTEiJ_G0027960	Dcdc2b	4	128057435,128052383,128057432	8	6.92105	27.6574	23104.1	-
MGP_CASTEiJ_G0027721	Trabd2b	4	112052209	4	7.40587	40.2158	8429.5	-
MGP_CASTEiJ_G0028324	Ski	4	154966278,154932043	8	4.77293	28.7915	21935.7	-
MGP_CASTEiJ_G0027180	Chchd7	4	515212,515212,515214,515238,515238,515238,515238,515238,515244,515367,515745,515823,517186,519751,523137	8	16.3572	0.416807	365847	-
MGP_CASTEiJ_G0028254	Rbp7	4	148719401,148717848,148719393	7	5.1641	32.0995	56994.6	-
MGP_CASTEiJ_G0028093	Zfp46	4	135186089,135186181,135186475,135187458,135187495	6	7.02232	27.9647	28798.1	-
MGP_CASTEiJ_G0027746	Uqcrh	4	113684777,113684814,113684774,113679806,113684802	2	11.273	31.3795	11548.1	-
MGP_CASTEiJ_G0027476	Hsdl2	4	58070469,58070551,58070570,58086089	2	6.68486	41.5474	5618.12	-
MGP_CASTEiJ_G0027285	Smim8	4	32133607,32133729,32133622,32133595,32133528,32133589,32133613,32133476	4	8.43792	19.0367	178305	-
MGP_CASTEiJ_G0027677	Cpt2	4	105878976,105878926,105878911,105868130,105878813,105878954	5	7.23352	19.9636	55204.2	-
MGP_CASTEiJ_G0028176	Hspb7	4	140825686	9	3.85209	31.1182	18578	-
MGP_CASTEiJ_G0028018	Map3k6	4	131853555,131854145,131859898,131859974,131863540	4	5.45425	26.9515	16165.4	-
MGP_CASTEiJ_G0027981	Nkain1	4	128931336,128931543,128949900	4	4.41108	43.1526	11594.6	-
MGP_CASTEiJ_G0027254	Ndufaf4	4	21735234,21735241,21735279	2	15.3503	23.5288	100709	-
MGP_CASTEiJ_G0027943	Fndc5	4	127525505,127525586	2	4.37815	59.7616	2379	-
MGP_CASTEiJ_G0027986	Ptpru	4	130293625,130293712,130220269,130293622,130293655,130293676,130276888,130257113,130250783,130257737	8	4.66264	23.5801	36740.3	-
MGP_CASTEiJ_G0027307	Aqp7	4	38645306,38647999,38639405,38635646	5	4.67694	31.1482	7595.2	-
MGP_CASTEiJ_G0028240	Angptl7	4	147674064	3	3.60135	337.658	4497.33	-
MGP_CASTEiJ_G0028181	Tmem82	4	141051694,141050018,141049761	7	3.90386	61.7229	15548.2	-
MGP_CASTEiJ_G0027794	Ptprf	4	116042904,115968520,115987338,115986909,115961589,115982086	13	4.64426	12.4	70991.1	-
MGP_CASTEiJ_G0028059	Mtfr1l	4	133264458,133264577,133264488,133264448,133264286,133264577,133264234	6	5.96494	31.4237	15244	-
MGP_CASTEiJ_G0027227	Decr1	4	12675544,12675312,12674526	5	8.8527	28.9612	42962.7	-
MGP_CASTEiJ_G0027736	Cyp4b1	4	113253164,113246035,113247506,113241567	8	7.10274	28.7021	13205.8	-
MGP_CASTEiJ_G0027209	Gem	4	8337564,8338914	6	8.28173	17.0638	43773.2	-
MGP_CASTEiJ_G0028290	Acot7	4	151715227,151722862,151723231,151723303,151744143,151744198	10	3.97216	26.8197	17751.5	-
MGP_CASTEiJ_G0028272	Park7	4	150326143,150330677,150325843,150324621,150325868,150317239,150325700,150326045,150326085,150330446	6	4.87846	39.1355	11790.2	-
MGP_CASTEiJ_G0027703	Rnf11	4	107533588,107533894,107541613	4	6.97396	22.8912	29369.1	-
MGP_CASTEiJ_G0028123	Pink1	4	137397182,137397203	8	5.43582	37.4179	13634.3	-
MGP_CASTEiJ_G0027362	Hrct1	4	41431928	4	4.03273	60.0764	5156.75	-
MGP_CASTEiJ_G0027320	Enho	4	39299087	5	4.72374	28.6315	11482.6	-
MGP_CASTEiJ_G0027304	Bag1	4	38544106,38544065	5	7.35082	16.8177	30265.6	-
MGP_CASTEiJ_G0027978	Fabp3	4	128835364	6	4.3079	61.3764	5262.5	-
MGP_CASTEiJ_G0027924	Smim12	4	125504434	6	5.87594	40.3619	8209	-
MGP_CASTEiJ_G0027321	Cntfr	4	39376211,39377829,39376156,39323585,39377878,39376214,39376704	10	4.25394	16.9029	26031.9	-
MGP_CASTEiJ_G0028150	Aldh4a1	4	138833626,138833654,138833869	6	5.1126	36.2763	16768.7	-
MGP_CASTEiJ_G0027553	Acer2	4	84286703,84286721,84286721,84347789	10	6.06321	15.8101	30385.3	-
MGP_CASTEiJ_G0027524	2310002L09Rik	4	71037023,71048553,71048552	5	6.22172	16.456	368944	-
MGP_CASTEiJ_G0028264	Gpr157	4	149405985	3	4.80787	62.4713	4327.67	-
MGP_CASTEiJ_G0027305	Chmp5	4	38544297	5	7.35082	16.8177	30265.6	-
MGP_CASTEiJ_G0028092	Tcea3	4	135140474,135140697,135140718,135140745,135140745	9	5.05409	33.3811	18893.7	-
MGP_CASTEiJ_G0028300	A430005L14Rik	4	153624024,153624024,153624042,153624053,153624053,153624116,153626583	5	6.09511	19.9322	24758.7	-
MGP_CASTEiJ_G0027590	Jun	4	92658255	5	3.69186	28.8558	21688.4	-
MGP_CASTEiJ_G0027629	Lepr	4	99445243,99445243,99445243,99445246,99491067,99494578,99511825	4	7.94624	22.7077	57125.5	-
MGP_CASTEiJ_G0028162	Sdhb	4	140322641,140322839,140322841	4	4.8013	54.0386	4611.42	-
MGP_CASTEiJ_G0028083	Hmgcl	4	134806899,134806916,134808956,134822576,134823181	7	4.58377	44.1056	12655.9	-
MGP_CASTEiJ_G0027406	Tgfbr1	4	45298383,45298538,45298543,45298829	3	6.13835	27.5828	85930	-
MGP_CASTEiJ_G0027657	Mroh7	4	104606551,104585296,104583812,104584978,104572945,104606597,104609541	7	6.92822	10.0287	71679.6	-
MGP_CASTEiJ_G0027762	Mmachc	4	114353246,114353128	3	12.3195	24.9776	11818.7	-
MGP_CASTEiJ_G0006282	Gm12519	4	54295032	5	7.83465	11.9181	208912	-
MGP_CASTEiJ_G0027997	Trnau1ap	4	130838189,130838238,130838216,130838194,130838089,130838114,130838204,130838182,130838238,130833969,130838238,130838215	7	7.80223	26.9275	19675.8	-
MGP_CASTEiJ_G0028115	Rap1gap	4	136683137,136683165,136700482,136700482,136700482,136703759,136709571,136731311,136745628,136750762,136752103,136754535,136754907,136754937	11	3.71849	27.4354	32839	-
MGP_CASTEiJ_G0027296	Topors	4	37848499	4	8.45067	22.7922	531264	-
MGP_CASTEiJ_G0028271	Errfi1	4	150268161,150269339,150269339,150269344	2	8.15519	42.6307	8200.38	-
MGP_CASTEiJ_G0027867	Pabpc4	4	121197511,121217350,121218157,121229252,121231470	8	4.08643	20.5657	18737.6	-
MGP_CASTEiJ_G0027632	Pde4b	4	99795133,99795315,99795331,99976249,99976509,99976736,100163641,100172201,100214749,100234983,100234988,100318389,100339350,100339470	14	4.43546	8.37908	223267	-
MGP_CASTEiJ_G0003795	Junos	4	92657567,92659008,92659297,92684858,92685005,92701356,92708418,92729644	11	4.18018	14.5608	34317.6	-
MGP_CASTEiJ_G0027297	Ndufb6	4	37857702,37857690	3	8.8507	28.1957	6391.67	-
MGP_CASTEiJ_G0027491	Alad	4	59366569,59366606,59366582	3	8.0525	48.8228	2785.33	-
MGP_CASTEiJ_G0027871	Ndufs5	4	121708178	4	7.38161	37.4939	10840.8	-
MGP_CASTEiJ_G0028052	Trim63	4	133027295,133027297,133027387,133032151	6	3.2666	52.0416	11139.8	-
MGP_CASTEiJ_G0027971	Pef1	4	128607538,128612602	2	6.97841	26.0336	50783.8	-
MGP_CASTEiJ_G0003843	Gm26716	4	129202496	5	3.37177	35.9268	10590	-
MGP_CASTEiJ_G0027409	Nr4a3	4	46024627,46024705,46028593,46030730	4	7.96431	34.5737	29666.2	-
MGP_CASTEiJ_G0028988	Pxmp2	5	111099853,111099688,111099669,111099786	2	9.33414	48.3323	7943.5	-
MGP_CASTEiJ_G0029215	Bri3bp	5	127636984	6	5.7655	44.001	7632	-
MGP_CASTEiJ_G0028457	Asb10	5	21672820,21673342,21672955	4	6.94336	35.4019	16786.8	-
MGP_CASTEiJ_G0029067	Coq5	5	116502190,116502219,116506177	5	7.30041	25.804	22280.2	-
MGP_CASTEiJ_G0029148	Pptc7	5	124295451	4	6.87625	39.382	40681.2	-
MGP_CASTEiJ_G0028745	Pdgfra	5	74273468,74273482,74273528,74275352,74276003,74277497,74278258,74279188,74285356	8	4.97119	23.592	91254.7	-
MGP_CASTEiJ_G0029275	Dnajc30	5	137914448	6	7.20288	21.5136	37173.3	-
MGP_CASTEiJ_G0028911	Slc10a6	5	103697641	5	7.64521	21.6013	43508.8	-
MGP_CASTEiJ_G0029304	Polr2j	5	139055744,139055744,139055815	6	6.58759	24.8911	47426.2	-
MGP_CASTEiJ_G0029061	Acads	5	116333355,116333414,116333378,116333343	6	5.1124	30.0363	10335.4	-
MGP_CASTEiJ_G0028673	Pgm1	5	62641706,62654715,62659004,62664929	4	7.03975	12.8908	62292	-
MGP_CASTEiJ_G0029143	Myl2	5	124096255,124096325,124096330,124096459,124096878,124097095,124098475,124098477,124099189	8	4.27563	35.9767	39550	-
MGP_CASTEiJ_G0029089	Pebp1	5	118731465,118731423,118731408,118731365	6	6.015	22.2262	32790.6	-
MGP_CASTEiJ_G0028844	Ereg	5	91184844	6	5.75293	11.7891	123230	-
MGP_CASTEiJ_G0004035	Gm9754	5	119563638	5	4.06355	42.2473	7906.4	-
MGP_CASTEiJ_G0028541	Fosl2	5	29471619,29471991,29482425	4	3.97785	32.3013	11204.3	-
MGP_CASTEiJ_G0028503	Cenpa	5	27929465,27929480,27929503,27929511,27929525,27929526,27929528,27929542,27929566,27934231	6	4.95922	30.0131	24723.3	-
MGP_CASTEiJ_G0028386	Cldn12	5	2522756,2522633,2522717,2522669,2522574,2522633,2522802,2522293	10	14.0821	0.411607	459679	-
MGP_CASTEiJ_G0029096	Tesc	5	119520961,119520983,119521088,119530841,119535768,119535769	5	3.39764	29.8899	14306.9	-
MGP_CASTEiJ_G0028917	Nudt9	5	104135657,104135877,104136220,104136319,104136505,104136972	3	9.69287	26.8549	31617.2	-
MGP_CASTEiJ_G0029503	Hsph1	5	154066830,154066997,154066868,154066997,154050040,154066760,154052061,154066997,154067035,154066949,154067010,154064543	1	17.3304	0.353164	1.17147e+06	-
MGP_CASTEiJ_G0028418	Phtf2	5	17887128,17773206,17857871,17811224,17887081,17887082,17887049	4	11.0554	19.1962	74503.8	-
MGP_CASTEiJ_G0028489	Il6	5	27254993,27255017,27255041	1	5.5301	60.0405	0	-
MGP_CASTEiJ_G0029315	Cldn15	5	139966221,139967480,139976317	5	7.09783	38.3886	10349.7	-
MGP_CASTEiJ_G0028518	Trim54	5	28392966,28392988	8	6.47517	16.4999	34384.2	-
MGP_CASTEiJ_G0028415	Gnat3	5	14865190	8	7.0181	15.8313	40262.8	-
MGP_CASTEiJ_G0028473	Actr3b	5	22995165,22995250,22995250	4	4.10882	56.5007	2456.08	-
MGP_CASTEiJ_G0028876	Bmp2k	5	96742141,96742141	1	9.42704	52.8938	0	-
MGP_CASTEiJ_G0028906	Cds1	5	101782366,101828529	3	4.5118	18.381	37020.8	-
MGP_CASTEiJ_G0028625	Rab28	5	39439509,39439542,39439545,39354632,39356247	2	13.3305	14.2074	277649	-
MGP_CASTEiJ_G0028841	Cxcl2	5	91016087,91016089,91016089,91016089	4	6.84747	12.4787	25888.5	-
MGP_CASTEiJ_G0028661	Smim20	5	51345010,51345065,51345065,51345104,51345117,51356654	5	4.8967	33.6699	7127.43	-
MGP_CASTEiJ_G0028835	Cxcl5	5	90876043,90876061	6	6.73323	6.73608	201509	-
MGP_CASTEiJ_G0028686	Ugdh	5	64089959,64079725,64077055,64082423	2	8.24305	27.5352	17239.4	-
MGP_CASTEiJ_G0028840	Cxcl1	5	91002167,91002169	3	5.73856	32.5708	13203.7	-
MGP_CASTEiJ_G0028493	Hadha	5	27419104,27418918,27383563,27390365,27398330,27404324,27418904,27412684,27418932	6	4.33852	22.6979	19898.8	-
MGP_CASTEiJ_G0028434	Reln	5	19433537,18974746,19433525,18972477,18977717,18974666,19017774,19094809,19433525,19135554,19223897,19433525,19433525,19433525,19433537	5	8.41334	6.46933	303275	-
MGP_CASTEiJ_G0029411	Sdk1	5	144765141,144765569,144904781,145403592	1	10.3333	29.3842	194344	-
MGP_CASTEiJ_G0029244	Tpst1	5	132579369,132585456,132602530	9	6.99781	13.0554	49464.3	-
MGP_CASTEiJ_G0028746	Kit	5	74724469,74724508,74724543,74763611,74790085,74795516,74797187,74800647,74800746	7	4.51927	10.726	73630.4	-
MGP_CASTEiJ_G0029190	Ogfod2	5	126256334,126256334,126256345,126256349,126256364,126256364,126256381,126256455,126256839,126257305	6	5.43937	31.8505	16098.6	-
MGP_CASTEiJ_G0003919	Gm15587	5	21502643,21502675	5	5.77438	40.9947	11075.8	-
MGP_CASTEiJ_G0028836	Ppbp	5	90886834	2	4.42408	28.7088	11213.5	-
MGP_CASTEiJ_G0028413	Sema3c	5	14461327,14461695,14461812,14461945,14559466,14581039	5	6.43643	19.0696	52741.6	-
MGP_CASTEiJ_G0028480	Rbm33	5	25524953,25525009,25525009,25525034,25525100,25604172,25621916	2	7.81953	27.9543	44428.1	-
MGP_CASTEiJ_G0028596	Grpel1	5	34060398	4	8.48907	32.3721	13230.5	-
MGP_CASTEiJ_G0029450	Bri3	5	147986150,147999347,147999356	5	5.15094	35.1397	15350.6	-
MGP_CASTEiJ_G0029037	Acacb	5	115268835,115290264,115303922,115330142,115383333	12	4.81174	21.792	44329.5	-
MGP_CASTEiJ_G0029393	Tmem184a	5	143197511,143198498,143192285,143204080	7	5.63277	21.6413	26744.8	-
MGP_CASTEiJ_G0028899	Coq2	5	100620857,100620729,100620822,100610988,100621713	4	12.766	31.4286	16307.3	-
MGP_CASTEiJ_G0029087	Suds3	5	118545903,118534198,118545766,118546018,118528594,118543461,118539659	6	5.93847	21.4226	38193.9	-
MGP_CASTEiJ_G0029294	Mdh2	5	138674259,138674415,138674441,138674456,138674464,138674468,138674501	2	12.0441	0.411607	317352	-
MGP_CASTEiJ_G0028583	Dok7	5	32567841,32567937,32567963,32568152,32585784	9	4.84954	26.4392	41717	-
MGP_CASTEiJ_G0028859	Cxcl10	5	92539234,92539249,92539256,92539249	7	5.12218	29.8658	16350.1	-
MGP_CASTEiJ_G0028501	Kcnk3	5	27845781,27879849	11	4.371	26.7248	20246.4	-
MGP_CASTEiJ_G0028424	Fgl2	5	18391557	4	6.66266	22.4096	29767.8	-
MGP_CASTEiJ_G0029329	Ephb4	5	140363901,140363933,140363964,140364222,140364305	8	4.10536	33.7901	11792.9	-
MGP_CASTEiJ_G0029213	Gm10382	5	127578958	7	4.26185	29.7039	7850.29	-
MGP_CASTEiJ_G0028453	Fastk	5	21566719,21566711,21563743,21566731,21566812,21566712,21563052,21566733,21563629,21563826,21565484,21566763,21566733,21566722,21566722	12	5.34948	27.63	54496	-
MGP_CASTEiJ_G0028494	Hadhb	5	27419190,27419200,27419214,27419214,27419217,27419245,27441041,27444698,27446389	5	5.37517	23.8735	16195.3	-
MGP_CASTEiJ_G0028671	0610040J01Rik	5	62359191,62359348,62419689,62420857	2	17.5943	16.9325	98269.4	-
MGP_CASTEiJ_G0028610	Stk32b	5	35371993,35371644	3	14.3624	30.9679	73756.8	-
MGP_CASTEiJ_G0028414	Cd36	5	14727968,14785049	18	4.47799	24.7641	34378.8	-
MGP_CASTEiJ_G0028555	Fam53a	5	31086992,31086269,31086979,31086945,31086940,31086956,31086419,31086962	4	8.47842	28.759	25817.4	-
MGP_CASTEiJ_G0028592	Ablim2	5	33315695,33315695,33315739,33315746,33315746,33315781,33315866,33372235,33372302,33372316,33385894,33385925,33385925,33400656,33408069,33416677,33417501	15	4.52613	18.3949	50028.4	-
MGP_CASTEiJ_G0029382	Cox19	5	142692509,142692453,142685076,142700147,142692401,142692436,142692441	8	4.28842	32.5325	12783.9	-
MGP_CASTEiJ_G0029085	Hspb8	5	117787069,117777038	4	4.5437	43.7879	7167	-
MGP_CASTEiJ_G0029409	Gna12	5	144312054	5	4.03766	32.6787	12459.6	-
MGP_CASTEiJ_G0028967	Atp5k	5	109109381,109109381,109109330	3	6.51769	27.7756	104972	-
MGP_CASTEiJ_G0029440	Ankrd61	5	147593221,147593257,147595858	9	7.74596	7.8751	167838	-
MGP_CASTEiJ_G0028702	Slc30a9	5	66140934,66140934,66140943,66140944,66141163,66149714,66149740,66168178	1	11.8298	62.187	5415.5	-
MGP_CASTEiJ_G0028710	Yipf7	5	68403932,68403873	4	9.18687	25.3425	126560	-
MGP_CASTEiJ_G0028430	Pmpcb	5	18796888,18796888,18797655,18798493,18802869,18819852,18819978,18820114	6	7.50136	23.4537	30383.3	-
MGP_CASTEiJ_G0029463	Atp5j2	5	149026744,149026274,149026274,149026193,149026210	4	7.62699	34.8755	11577.3	-
MGP_CASTEiJ_G0028470	Kmt2c	5	22644217,22490629,22499949,22704005,22471917,22483931,22703962,22704015,22704043	3	8.70439	24.039	303203	-
MGP_CASTEiJ_G0029197	Kmt5a	5	126601633,126601688,126607064,126607256,126607479,126608399,126608657,126608700,126608893,126611871,126612084	8	4.25972	32.8075	10681	-
MGP_CASTEiJ_G0029535	Slc25a13	6	3038902,3038954,3039009,2905768,2987665,3009292	10	15.702	0.379877	1.03158e+06	-
MGP_CASTEiJ_G0030557	Itpr2	6	149530054,149529754,149529788,149155974,149243044,149209547,149248073,149305572,149417034,149530099,149530054,149529754	16	4.43335	11.4247	170883	-
MGP_CASTEiJ_G0030234	Timp4	6	116743570,116743223	5	3.66899	95.4204	7096.8	-
MGP_CASTEiJ_G0030358	Lag3	6	127028067,127024423	7	5.97648	25.9096	28326.1	-
MGP_CASTEiJ_G0029580	Cped1	6	19129186,19129214,19129214,19129864,19130161,19163607,19173433,19287873	7	4.52881	18.0109	39343.3	-
MGP_CASTEiJ_G0030172	Rybp	6	101327753,101268242,101325308	4	5.50644	21.8057	53021.8	-
MGP_CASTEiJ_G0029817	Gpnmb	6	47172572,47172641,47172691,47172703,47184329	6	6.72383	6.85712	485878	-
MGP_CASTEiJ_G0030538	Ldhb	6	145331560,145319252,145324990,145331408	4	6.03124	26.8376	26426.8	-
MGP_CASTEiJ_G0029681	Zc3hav1l	6	36014896	1	8.46533	52.1314	0	-
MGP_CASTEiJ_G0029674	Creb3l2	6	35070936,35070726,34959527	4	6.92421	19.4603	42385.2	-
MGP_CASTEiJ_G0030193	Ssu2	6	113858528,113858504,113848210,113846212	5	5.02477	21.4957	21930.9	-
MGP_CASTEiJ_G0030306	A2m	6	123512191,123513043,123530881	7	20.3239	0.419207	435632	-
MGP_CASTEiJ_G0030372	Mrpl51	6	127327292,127327656,127327708	5	7.82585	34.0994	42169.2	-
MGP_CASTEiJ_G0030385	Kcna5	6	128747835	5	4.0068	33.1683	13395.6	-
MGP_CASTEiJ_G0030188	Bhlhe40	6	109982255,109982425,109982500,109984677	5	4.67959	29.4165	59012.7	-
MGP_CASTEiJ_G0029594	Lmod2	6	21772454,21772505	10	4.10534	27.3716	10511.5	-
MGP_CASTEiJ_G0029706	Ssbp1	6	38347269,38347332,38347370,38347385,38347392,38347443,38352488	2	14.6635	35.2894	9739.93	-
MGP_CASTEiJ_G0030170	Gpr27	6	100693488	10	5.21024	4.86488	264702	-
MGP_CASTEiJ_G0030578	Caprin2	6	151970790,152029212,151979422,152029125,151977217,151979393,151991352,152028434,152023749,152029137,152028584	13	11.0536	0.436688	379554	-
MGP_CASTEiJ_G0029605	Gcc1	6	25664268,25671123,25663402,25666672	6	4.30172	29.7143	7240.54	-
