#chr	start	end	Ensembl ID	Gene Name	PeakID	signalValue	Contact	adaptedActivity	scaledContact	intergenicScore	TSS-dist	ABC-Score
4	138827228	138827730	MGP_CASTEiJ_G0028150	Aldh4a1	4:138827228-138827730	2.5341401	57.514238	0.23647363	97.253665	0.23647363	5986.3333	0.10292782
4	138833274	138834057	MGP_CASTEiJ_G0028150	Aldh4a1	4:138833274-138834057	14.62851	59.138376	1.3908391	100	1.3908391	0	0.62247364
4	138847552	138847766	MGP_CASTEiJ_G0028150	Aldh4a1	4:138847552-138847766	2.53723	23.977537	0.13632967	40.544801	0.13632967	13836.667	0.024738289
4	84256227	84256528	MGP_CASTEiJ_G0027553	Acer2	4:84256227-84256528	4.6698599	10.656233	0.15723543	30.993375	0.15723543	45455.5	0.020666585
4	84268767	84269945	MGP_CASTEiJ_G0027553	Acer2	4:84268767-84269945	13.66059	11.197111	0.29107906	32.566507	0.29107906	32038.5	0.037034874
4	84286150	84287077	MGP_CASTEiJ_G0027553	Acer2	4:84286150-84287077	10.39426	34.382292	0.94534242	100	0.94534242	15178	0.42696233
4	84297751	84298828	MGP_CASTEiJ_G0027553	Acer2	4:84297751-84298828	4.5049901	19.351877	0.29517413	56.284429	0.29517413	20518	0.065705818
4	84303084	84303328	MGP_CASTEiJ_G0027553	Acer2	4:84303084-84303328	6.3599901	16.969307	0.4564345	49.354787	0.4564345	23392.75	0.080297205
4	84306108	84306667	MGP_CASTEiJ_G0027553	Acer2	4:84306108-84306667	4.3483701	12.640652	0.24455146	36.765006	0.24455146	24826	0.033632022
4	84308502	84309244	MGP_CASTEiJ_G0027553	Acer2	4:84308502-84309244	5.5962601	12.640652	0.31473254	36.765006	0.31473254	25977.25	0.043283699
4	84312721	84313360	MGP_CASTEiJ_G0027553	Acer2	4:84312721-84313360	5.1990099	11.369171	0.2813662	33.066938	0.2813662	28112.5	0.033879203
4	84341042	84341263	MGP_CASTEiJ_G0027553	Acer2	4:84341042-84341263	2.5807099	15.896303	0.19941615	46.233985	0.19941615	42377.5	0.065744305
4	84347960	84348546	MGP_CASTEiJ_G0027553	Acer2	4:84347960-84348546	3.3180599	12.997073	0.21966184	37.801649	0.21966184	45977.5	0.083881246
4	70940015	70940890	MGP_CASTEiJ_G0027524	2310002L09Rik	4:70940015-70940890	17.83637	2.990917	0.54569255	5.8704046	0.54569255	103819.33	0.032974053
4	70991233	70991633	MGP_CASTEiJ_G0027524	2310002L09Rik	4:70991233-70991633	2.9493799	6.6220352	0.23286618	12.99736	0.23286618	53076.333	0.027808265
4	71048067	71048605	MGP_CASTEiJ_G0027524	2310002L09Rik	4:71048067-71048605	2.9493799	50.949078	0.69433083	100	0.69433083	3681.6667	0.52095939
4	71067942	71068314	MGP_CASTEiJ_G0027524	2310002L09Rik	4:71067942-71068314	4.4240799	18.218552	0.60099091	35.758354	0.60099091	23233.667	0.16574972
4	72705618	72705930	MGP_CASTEiJ_G0027524	2310002L09Rik	4:72705618-72705930	2.9493799	3.4995489	0.26569867	6.8687189	0.26569867	1660909.7	0.035222485
4	149405658	149406916	MGP_CASTEiJ_G0028264	Gpr157	4:149405658-149406916	8.4549599	74.997206	1.1965436	100	1.1965436	0	0.64486489
4	149407628	149407969	MGP_CASTEiJ_G0028264	Gpr157	4:149407628-149407969	2.12096	74.997206	0.30015769	100	0.30015769	1644	0.1617669
4	149417323	149417943	MGP_CASTEiJ_G0028264	Gpr157	4:149417323-149417943	3.8476901	37.419611	0.27450531	49.894673	0.27450531	11339	0.073815085
4	38461258	38461497	MGP_CASTEiJ_G0027305	Chmp5	4:38461258-38461497	4.6698599	10.584608	0.12333179	30.803659	0.12333179	82800	0.030771353
4	38531740	38532625	MGP_CASTEiJ_G0027305	Chmp5	4:38531740-38532625	7.8465199	18.597269	0.35049231	54.122357	0.35049231	11672	0.15364712
4	38543395	38544674	MGP_CASTEiJ_G0027305	Chmp5	4:38543395-38544674	9.5903997	34.361528	0.76711722	100	0.76711722	0	0.62134238
4	38566108	38567237	MGP_CASTEiJ_G0027305	Chmp5	4:38566108-38567237	10.22325	8.7951649	0.17091948	25.595965	0.17091948	21812	0.035434992
4	38579340	38579548	MGP_CASTEiJ_G0027305	Chmp5	4:38579340-38579548	4.4240799	11.749844	0.099195115	34.194767	0.099195115	35044	0.027473828
4	135096708	135098131	MGP_CASTEiJ_G0028092	Tcea3	4:135096708-135098131	6.6350198	16.289083	0.18592202	24.574544	0.18592202	42544.8	0.031414809
4	135110870	135112046	MGP_CASTEiJ_G0028092	Tcea3	4:135110870-135112046	5.6996799	17.086107	0.17290303	25.776975	0.17290303	28629.8	0.030644508
4	135132281	135133021	MGP_CASTEiJ_G0028092	Tcea3	4:135132281-135133021	3.8645799	54.644537	0.27921689	82.439543	0.27921689	7654.8	0.15826882
4	135140401	135141291	MGP_CASTEiJ_G0028092	Tcea3	4:135140401-135141291	4.5911102	66.284376	0.3864317	100	0.3864317	0	0.26569957
4	135142041	135142846	MGP_CASTEiJ_G0028092	Tcea3	4:135142041-135142846	4.3559899	66.284376	0.36729308	100	0.36729308	1366.2	0.25254039
4	135156323	135157322	MGP_CASTEiJ_G0028092	Tcea3	4:135156323-135157322	6.5427899	18.218187	0.20244237	27.484889	0.20244237	15648.2	0.038257228
4	135158867	135159207	MGP_CASTEiJ_G0028092	Tcea3	4:135158867-135159207	4.0346498	18.218187	0.12483727	27.484889	0.12483727	18192.2	0.023591545
4	135165400	135165932	MGP_CASTEiJ_G0028092	Tcea3	4:135165400-135165932	3.1951699	25.934748	0.13232207	39.126487	0.13232207	24725.2	0.035597643
4	135171957	135172949	MGP_CASTEiJ_G0028092	Tcea3	4:135171957-135172949	6.5678401	17.470735	0.20165171	26.357245	0.20165171	31282.2	0.036544333
4	153623656	153624575	MGP_CASTEiJ_G0028300	A430005L14Rik	4:153623656-153624575	7.78721	44.010389	0.36083803	100	0.36083803	286.85714	0.69001273
4	153640797	153642059	MGP_CASTEiJ_G0028300	A430005L14Rik	4:153640797-153642059	11.50527	14.344921	0.12279549	32.594398	0.12279549	16384.429	0.076983866
4	153647366	153647585	MGP_CASTEiJ_G0028300	A430005L14Rik	4:153647366-153647585	3.4409499	14.030314	0.036216944	31.87955	0.036216944	22953.429	0.022172009
4	153662629	153662973	MGP_CASTEiJ_G0028300	A430005L14Rik	4:153662629-153662973	2.5807099	13.203667	0.039319234	30.001249	0.039319234	38216.429	0.02327047
4	153670365	153670592	MGP_CASTEiJ_G0028300	A430005L14Rik	4:153670365-153670592	5.1614199	14.071653	0.078683495	31.97348	0.078683495	45952.429	0.049363233
4	92640131	92640347	MGP_CASTEiJ_G0027590	Jun	4:92640131-92640347	3.3180599	20.223512	0.17028386	40.263923	0.17028386	17908	0.065146662
4	92656042	92657155	MGP_CASTEiJ_G0027590	Jun	4:92656042-92657155	2.2939501	50.227377	0.23544837	100	0.23544837	1100	0.22371664
4	92657332	92659834	MGP_CASTEiJ_G0027590	Jun	4:92657332-92659834	5.0051999	50.227377	0.51372791	100	0.51372791	0	0.48813028
4	92701333	92701879	MGP_CASTEiJ_G0027590	Jun	4:92701333-92701879	3.2463701	11.800279	0.090315868	23.49372	0.090315868	43079	0.020161296
4	92704609	92705082	MGP_CASTEiJ_G0027590	Jun	4:92704609-92705082	4.5956998	11.800279	0.12785499	23.49372	0.12785499	46355	0.02854119
4	99366555	99367904	MGP_CASTEiJ_G0027629	Lepr	4:99366555-99367904	8.4356499	4.8792354	0.16863569	12.430965	0.16863569	100445.29	0.02106648
4	99445264	99445612	MGP_CASTEiJ_G0027629	Lepr	4:99445264-99445612	3.3180599	39.250658	0.31152844	100	0.31152844	22959.857	0.38096127
4	99447175	99447387	MGP_CASTEiJ_G0027629	Lepr	4:99447175-99447387	3.4409499	39.250658	0.32306643	100	0.32306643	23291.143	0.39507082
4	99550154	99551228	MGP_CASTEiJ_G0027629	Lepr	4:99550154-99551228	16.59029	7.4502658	0.59982315	18.981251	0.59982315	81805.714	0.098942885
4	140312339	140312526	MGP_CASTEiJ_G0028162	Sdhb	4:140312339-140312526	2.5807099	29.288469	0.11355839	43.700589	0.11355839	10247.667	0.035565951
4	140319207	140319659	MGP_CASTEiJ_G0028162	Sdhb	4:140319207-140319659	2.86378	52.824579	0.17848629	78.818227	0.17848629	3114.6667	0.10082296
4	140322229	140323247	MGP_CASTEiJ_G0028162	Sdhb	4:140322229-140323247	9.58391	67.020765	0.72695013	100	0.72695013	0	0.52099375
4	140327856	140328853	MGP_CASTEiJ_G0028162	Sdhb	4:140327856-140328853	4.1768198	67.020765	0.32943428	100	0.32943428	5083.3333	0.23610038
4	134803861	134804283	MGP_CASTEiJ_G0028083	Hmgcl	4:134803861-134804283	2.9987099	50.273061	0.13672	87.387387	0.13672	9422.6	0.11712984
4	134806393	134807546	MGP_CASTEiJ_G0028083	Hmgcl	4:134806393-134807546	6.0962801	54.336952	0.29459457	94.451466	0.29459457	6415	0.26045038
4	134814368	134814607	MGP_CASTEiJ_G0028083	Hmgcl	4:134814368-134814607	3.22926	57.528967	0.15719245	100	0.15719245	7375.8	0.14039616
4	134823505	134824000	MGP_CASTEiJ_G0028083	Hmgcl	4:134823505-134824000	2.9348099	45.51749	0.10559897	79.120994	0.10559897	9800.4	0.079677441
4	134828175	134829293	MGP_CASTEiJ_G0028083	Hmgcl	4:134828175-134829293	8.9739599	36.563839	0.23666383	63.557267	0.23666383	14470.4	0.17197682
4	134829563	134829808	MGP_CASTEiJ_G0028083	Hmgcl	4:134829563-134829808	2.15835	36.563839	0.056920621	63.557267	0.056920621	15858.4	0.041362584
4	134838953	134839660	MGP_CASTEiJ_G0028083	Hmgcl	4:134838953-134839660	5.6950302	27.954945	0.10106667	48.592816	0.10106667	25248.4	0.041987916
4	45090432	45090986	MGP_CASTEiJ_G0027406	Tgfbr1	4:45090432-45090986	5.4246402	12.561086	0.20615536	22.712875	0.20615536	207587.25	0.029523877
4	45297645	45298861	MGP_CASTEiJ_G0027406	Tgfbr1	4:45297645-45298861	9.30369	55.303816	1.1748269	100	1.1748269	0	0.74076517
4	45348775	45348958	MGP_CASTEiJ_G0027406	Tgfbr1	4:45348775-45348958	3.6867299	14.883369	0.21704414	26.912012	0.21704414	50202.75	0.03682993
4	104523002	104523827	MGP_CASTEiJ_G0027657	Mroh7	4:104523002-104523827	9.3544302	5.1952048	0.068445039	17.515011	0.068445039	68990.143	0.025070715
4	104551157	104551677	MGP_CASTEiJ_G0027657	Mroh7	4:104551157-104551677	10.16156	11.102998	0.1334566	37.432427	0.1334566	41140.143	0.12150785
4	104583652	104584412	MGP_CASTEiJ_G0027657	Mroh7	4:104583652-104584412	3.4409499	29.661443	0.1349076	100	0.1349076	11658.714	0.38096258
4	104629528	104629813	MGP_CASTEiJ_G0027657	Mroh7	4:104629528-104629813	3.21806	9.8417094	0.062871152	33.180144	0.062871152	36711.857	0.045113399
4	104663637	104664379	MGP_CASTEiJ_G0027657	Mroh7	4:104663637-104664379	10.36062	5.1912019	0.10715469	17.501515	0.10715469	70820.857	0.042182646
4	104716924	104717700	MGP_CASTEiJ_G0027657	Mroh7	4:104716924-104717700	5.0314498	4.6857941	0.04394739	15.797593	0.04394739	124107.86	0.022681751
4	104741144	104742051	MGP_CASTEiJ_G0027657	Mroh7	4:104741144-104742051	6.93048	4.5223806	0.063538711	15.246664	0.063538711	148327.86	0.025627
4	114329117	114330058	MGP_CASTEiJ_G0027762	Mmachc	4:114329117-114330058	11.48173	11.116392	0.1363176	23.804619	0.1363176	23129	0.04590956
4	114352810	114353637	MGP_CASTEiJ_G0027762	Mmachc	4:114352810-114353637	14.2399	46.698465	0.5278464	100	0.5278464	0	0.74678835
4	114365513	114366436	MGP_CASTEiJ_G0027762	Mmachc	4:114365513-114366436	11.23673	17.117916	0.17126735	36.656271	0.17126735	12327	0.088820424
4	54044499	54045257	MGP_CASTEiJ_G0006282	Gm12519	4:54044499-54045257	8.4794798	4.6906903	0.29342556	11.433096	0.29342556	249775	0.031661153
4	54302988	54303167	MGP_CASTEiJ_G0006282	Gm12519	4:54302988-54303167	3.4409499	41.027296	0.7533827	100	0.7533827	7957	0.71101794
4	54370362	54370619	MGP_CASTEiJ_G0006282	Gm12519	4:54370362-54370619	3.9325099	5.862583	0.16322033	14.28947	0.16322033	75331	0.022011786
4	54417841	54418693	MGP_CASTEiJ_G0006282	Gm12519	4:54417841-54418693	12.26011	3.6985352	0.34182728	9.014816	0.34182728	122810	0.029082284
4	54883720	54884239	MGP_CASTEiJ_G0006282	Gm12519	4:54883720-54884239	11.06019	4.3116446	0.38903356	10.50921	0.38903356	588689	0.038585314
4	130807142	130807910	MGP_CASTEiJ_G0027997	Trnau1ap	4:130807142-130807910	7.20608	23.414117	0.10092607	36.292139	0.10092607	29930.5	0.060447592
4	130808739	130809369	MGP_CASTEiJ_G0027997	Trnau1ap	4:130808739-130809369	3.8622501	23.414117	0.054093451	36.292139	0.054093451	28471.5	0.032398158
4	130815789	130816525	MGP_CASTEiJ_G0027997	Trnau1ap	4:130815789-130816525	10.98512	14.439752	0.093523896	22.381775	0.093523896	21315.5	0.03614765
4	130837720	130838685	MGP_CASTEiJ_G0027997	Trnau1ap	4:130837720-130838685	8.4073	64.515671	0.31833001	100	0.31833001	312.66667	0.52705132
4	130849213	130849676	MGP_CASTEiJ_G0027997	Trnau1ap	4:130849213-130849676	5.6529899	29.946305	0.10699259	46.417102	0.10699259	11373.5	0.082142516
4	130855115	130856183	MGP_CASTEiJ_G0027997	Trnau1ap	4:130855115-130856183	12.35902	17.076504	0.13542311	26.468768	0.13542311	17275.5	0.059267417
4	130866891	130867381	MGP_CASTEiJ_G0027997	Trnau1ap	4:130866891-130867381	6.1428599	15.686155	0.061349908	24.313712	0.061349908	29051.5	0.024623436
4	136682964	136683793	MGP_CASTEiJ_G0028115	Rap1gap	4:136682964-136683793	4.3587499	20.469825	0.11338093	53.659257	0.11338093	39531.643	0.058441016
4	136686199	136686374	MGP_CASTEiJ_G0028115	Rap1gap	4:136686199-136686374	2.43698	20.695166	0.066281091	54.249964	0.066281091	37754.929	0.034123375
4	136696068	136696596	MGP_CASTEiJ_G0028115	Rap1gap	4:136696068-136696596	2.75211	25.789985	0.088166088	67.605436	0.088166088	30403.071	0.04641113
4	136697550	136697883	MGP_CASTEiJ_G0028115	Rap1gap	4:136697550-136697883	4.85988	25.789985	0.15569022	67.605436	0.15569022	29511.643	0.081956216
4	136703561	136704118	MGP_CASTEiJ_G0028115	Rap1gap	4:136703561-136704118	3.2602799	33.094789	0.11801029	86.754129	0.11801029	26490.857	0.098644435
4	136705333	136705561	MGP_CASTEiJ_G0028115	Rap1gap	4:136705333-136705561	2.5413599	33.734881	0.092662097	88.432054	0.092662097	26411.643	0.076545947
4	136730988	136731604	MGP_CASTEiJ_G0028115	Rap1gap	4:136730988-136731604	4.2427802	21.500043	0.1204134	56.359855	0.1204134	25649.5	0.06081844
4	136749660	136750119	MGP_CASTEiJ_G0028115	Rap1gap	4:136749660-136750119	2.55424	38.147797	0.097668696	100	0.097668696	28970.071	0.091989838
4	136750681	136751907	MGP_CASTEiJ_G0028115	Rap1gap	4:136750681-136751907	4.1867599	38.100107	0.16296644	99.874984	0.16296644	29069.643	0.15340174
4	136756914	136757598	MGP_CASTEiJ_G0028115	Rap1gap	4:136756914-136757598	4.30302	33.007753	0.15652735	86.525973	0.15652735	33682.071	0.12574709
4	136776986	136777266	MGP_CASTEiJ_G0028115	Rap1gap	4:136776986-136777266	5.4072099	11.458623	0.09750242	30.037443	0.09750242	53754.071	0.020751836
4	35732879	35733115	MGP_CASTEiJ_G0027296	Topors	4:35732879-35733115	7.2505698	2.5908765	0.6755958	8.3882578	0.6755958	2115384	0.026424369
4	37846681	37847471	MGP_CASTEiJ_G0027296	Topors	4:37846681-37847471	3.5153899	30.886944	0.30107354	100	0.30107354	1028	0.14038429
4	37848096	37848746	MGP_CASTEiJ_G0027296	Topors	4:37848096-37848746	12.24717	30.886944	1.0489018	100	1.0489018	0	0.48908097
4	37857143	37858085	MGP_CASTEiJ_G0027296	Topors	4:37857143-37858085	10.78955	26.803951	0.67186097	86.780846	0.67186097	8645	0.27186244
4	150268958	150269741	MGP_CASTEiJ_G0028271	Errfi1	4:150268958-150269741	11.01071	67.965368	0.92623894	100	0.92623894	199.5	0.75465916
4	150285246	150286154	MGP_CASTEiJ_G0028271	Errfi1	4:150285246-150286154	5.2996702	17.29594	0.14745741	25.448167	0.14745741	16201.25	0.030573905
4	121180796	121181200	MGP_CASTEiJ_G0027867	Pabpc4	4:121180796-121181200	3.78228	12.244509	0.10661509	42.94324	0.10661509	37548	0.030949523
4	121182670	121183339	MGP_CASTEiJ_G0027867	Pabpc4	4:121182670-121183339	8.7185097	12.244509	0.24575777	42.94324	0.24575777	35409	0.071341551
4	121217053	121218641	MGP_CASTEiJ_G0027867	Pabpc4	4:121217053-121218641	6.2934399	28.513239	0.38212786	100	0.38212786	8596.6	0.28736328
4	121219287	121219932	MGP_CASTEiJ_G0027867	Pabpc4	4:121219287-121219932	2.5187399	28.513239	0.15293396	100	0.15293396	9140.8	0.11500759
4	121229030	121229595	MGP_CASTEiJ_G0027867	Pabpc4	4:121229030-121229595	2.8315499	26.421721	0.14249184	92.664746	0.14249184	11190	0.08978342
4	121230040	121230296	MGP_CASTEiJ_G0027867	Pabpc4	4:121230040-121230296	2.6933	23.27377	0.1225594	81.624433	0.1225594	11813.6	0.084899872
4	121233601	121233979	MGP_CASTEiJ_G0027867	Pabpc4	4:121233601-121233979	2.7237	23.27377	0.12394276	81.624433	0.12394276	14854	0.085858161
4	121240096	121240346	MGP_CASTEiJ_G0027867	Pabpc4	4:121240096-121240346	3.12991	10.04084	0.08649328	35.214661	0.08649328	21349	0.022488657
4	99795501	99795695	MGP_CASTEiJ_G0027632	Pde4b	4:99795501-99795695	2.3349299	11.679063	0.088712541	98.914448	0.088712541	299667.64	0.076862776
4	99804759	99804958	MGP_CASTEiJ_G0027632	Pde4b	4:99804759-99804958	3.0722799	8.6537078	0.10297395	73.291559	0.10297395	294373.43	0.056901958
4	99976424	99976959	MGP_CASTEiJ_G0027632	Pde4b	4:99976424-99976959	5.1614199	8.6677158	0.15139963	73.410198	0.15139963	196126.5	0.086983705
4	100189882	100190443	MGP_CASTEiJ_G0027632	Pde4b	4:100189882-100190443	4.4240799	6.0466882	0.11499192	51.211713	0.11499192	171944.29	0.020142899
4	100234610	100235041	MGP_CASTEiJ_G0027632	Pde4b	4:100234610-100235041	5.09831	11.807237	0.20904313	100	0.20904313	181265.79	0.13038316
4	100243204	100243547	MGP_CASTEiJ_G0027632	Pde4b	4:100243204-100243547	4.007	7.9140722	0.13347293	67.027302	0.13347293	186142	0.041269847
4	100252531	100252939	MGP_CASTEiJ_G0027632	Pde4b	4:100252531-100252939	4.77493	6.345724	0.12279764	53.744361	0.12279764	191457.79	0.024194799
4	100257773	100258677	MGP_CASTEiJ_G0027632	Pde4b	4:100257773-100258677	7.2758799	5.6071242	0.21075791	47.488878	0.21075791	194346.93	0.032396092
4	100306118	100306435	MGP_CASTEiJ_G0027632	Pde4b	4:100306118-100306435	4.6698599	5.8242499	0.13129883	49.327798	0.13129883	222098.43	0.033630358
4	100318256	100319233	MGP_CASTEiJ_G0027632	Pde4b	4:100318256-100319233	4.6515698	7.4949973	0.14191319	63.477997	0.14191319	228953.29	0.058109796
4	100322583	100322942	MGP_CASTEiJ_G0027632	Pde4b	4:100322583-100322942	4.3080301	7.9857934	0.14019845	67.634736	0.14019845	232122.86	0.058944833
4	100333189	100333622	MGP_CASTEiJ_G0027632	Pde4b	4:100333189-100333622	3.4611001	9.9706642	0.13780161	84.445365	0.13780161	239688	0.078509097
4	100338340	100338687	MGP_CASTEiJ_G0027632	Pde4b	4:100338340-100338687	5.4229398	9.6550169	0.17640851	81.772028	0.17640851	243379.57	0.10154774
4	100339385	100339567	MGP_CASTEiJ_G0027632	Pde4b	4:100339385-100339567	3.43418	9.6550169	0.11171405	81.772028	0.11171405	244174.57	0.064307045
4	92640131	92640347	MGP_CASTEiJ_G0003795	Junos	4:92640131-92640347	3.3180599	8.8800395	0.074770761	39.368737	0.074770761	45297.125	0.02040636
4	92656042	92657155	MGP_CASTEiJ_G0003795	Junos	4:92656042-92657155	2.2939501	22.556069	0.10573496	100	0.10573496	28489.125	0.071004027
4	92657332	92659834	MGP_CASTEiJ_G0003795	Junos	4:92657332-92659834	5.0051999	22.556069	0.23070451	100	0.23070451	26263.875	0.15492462
4	92690909	92691291	MGP_CASTEiJ_G0003795	Junos	4:92690909-92691291	3.5255101	17.656047	0.17202451	78.276258	0.17202451	21795	0.091003499
4	92691486	92692350	MGP_CASTEiJ_G0003795	Junos	4:92691486-92692350	5.5892301	17.656047	0.27272211	78.276258	0.27272211	21758.5	0.14427401
4	92701333	92701879	MGP_CASTEiJ_G0003795	Junos	4:92701333-92701879	3.2463701	18.524747	0.14178296	82.12755	0.14178296	24404.875	0.098565939
4	92704609	92705082	MGP_CASTEiJ_G0003795	Junos	4:92704609-92705082	4.5956998	18.524747	0.200714	82.12755	0.200714	26058.375	0.13953414
4	92715471	92715930	MGP_CASTEiJ_G0003795	Junos	4:92715471-92715930	3.6394	8.2472294	0.1093256	36.563239	0.1093256	33313.625	0.023620291
4	92718206	92718689	MGP_CASTEiJ_G0003795	Junos	4:92718206-92718689	3.15079	8.2472294	0.094648023	36.563239	0.094648023	35361.875	0.020449134
4	92722915	92723269	MGP_CASTEiJ_G0003795	Junos	4:92722915-92723269	3.6867299	12.813617	0.17021872	56.807845	0.17021872	38909.75	0.086531395
4	92761485	92762554	MGP_CASTEiJ_G0003795	Junos	4:92761485-92762554	7.9310198	4.5073873	0.22351653	19.983036	0.22351653	75841.875	0.020107527
4	37846681	37847471	MGP_CASTEiJ_G0027297	Ndufb6	4:37846681-37847471	3.5153899	26.803951	0.26127416	86.52239	0.26127416	10225	0.11187933
4	37848096	37848746	MGP_CASTEiJ_G0027297	Ndufb6	4:37848096-37848746	12.24717	26.803951	0.91024589	86.52239	0.91024589	8950	0.38977331
4	37857143	37858085	MGP_CASTEiJ_G0027297	Ndufb6	4:37857143-37858085	10.78955	30.979208	0.77651689	100	0.77651689	0	0.38430477
4	59362799	59363067	MGP_CASTEiJ_G0027491	Alad	4:59362799-59363067	2.8053401	49.843443	0.19161982	100	0.19161982	3518.6667	0.09040407
4	59366079	59366935	MGP_CASTEiJ_G0027491	Alad	4:59366079-59366935	6.1294398	49.843443	0.42506639	100	0.42506639	0	0.20054153
4	59371422	59372289	MGP_CASTEiJ_G0027491	Alad	4:59371422-59372289	15.22272	46.781606	1.1354872	93.857093	1.1354872	4837.3333	0.50280188
4	121696435	121696830	MGP_CASTEiJ_G0027871	Ndufs5	4:121696435-121696830	4.4240799	27.604109	0.4710322	47.320419	0.4710322	11348	0.067032137
4	121707780	121708568	MGP_CASTEiJ_G0027871	Ndufs5	4:121707780-121708568	11.56144	58.334455	2.424675	100	2.424675	0	0.72918448
4	121713298	121713507	MGP_CASTEiJ_G0027871	Ndufs5	4:121713298-121713507	2.7035999	49.185877	0.54078233	84.317024	0.54078233	5121	0.13712658
4	121735071	121736303	MGP_CASTEiJ_G0027871	Ndufs5	4:121735071-121736303	10.83731	14.851149	0.52202825	25.458624	0.52202825	26894	0.039968036
4	133019978	133020150	MGP_CASTEiJ_G0028052	Trim63	4:133019978-133020150	3.5638399	70.247902	0.2351894	95.460339	0.2351894	8382.5	0.23483571
4	133027134	133028009	MGP_CASTEiJ_G0028052	Trim63	4:133027134-133028009	4.18222	73.588573	0.28056637	100	0.28056637	1035.5	0.2837254
4	133031371	133032187	MGP_CASTEiJ_G0028052	Trim63	4:133031371-133032187	2.5462301	57.553901	0.1420586	78.210378	0.1420586	3034.25	0.11089086
4	133038279	133038487	MGP_CASTEiJ_G0028052	Trim63	4:133038279-133038487	2.3308401	48.290421	0.10988416	65.622174	0.10988416	9747.5	0.074969707
4	133043113	133044454	MGP_CASTEiJ_G0028052	Trim63	4:133043113-133044454	3.7812901	37.662345	0.1334661	51.17961	0.1334661	14581.5	0.06964487
4	133058589	133058785	MGP_CASTEiJ_G0028052	Trim63	4:133058589-133058785	3.1951699	24.90672	0.072244929	33.845908	0.072244929	30057.5	0.024283668
4	128612110	128613018	MGP_CASTEiJ_G0027971	Pef1	4:128612110-128613018	8.4267197	43.490497	0.59452309	100	0.59452309	2286.5	0.77665296
4	128709350	128709934	MGP_CASTEiJ_G0027971	Pef1	4:128709350-128709934	5.5300999	8.5766417	0.082074972	19.720726	0.082074972	99281	0.02658759
4	129190115	129190353	MGP_CASTEiJ_G0003843	Gm26716	4:129190115-129190353	2.27037	30.495479	0.1058383	53.218999	0.1058383	12143	0.051541372
4	129196646	129197352	MGP_CASTEiJ_G0003843	Gm26716	4:129196646-129197352	3.9926701	57.301866	0.35158566	100	0.35158566	5144	0.32171964
4	129204930	129205716	MGP_CASTEiJ_G0003843	Gm26716	4:129204930-129205716	4.4260998	47.728422	0.40991194	83.292962	0.40991194	2435	0.31242466
4	129211600	129211979	MGP_CASTEiJ_G0003843	Gm26716	4:129211600-129211979	3.46613	28.417574	0.20911171	49.592754	0.20911171	9105	0.094894931
4	129226618	129226999	MGP_CASTEiJ_G0003843	Gm26716	4:129226618-129226999	2.7035999	15.690465	0.097443133	27.382118	0.097443133	24123	0.024415449
4	45991435	45991861	MGP_CASTEiJ_G0027409	Nr4a3	4:45991435-45991861	7.9879198	16.977264	0.55904174	30.588804	0.55904174	35302.75	0.075531798
4	46022236	46023165	MGP_CASTEiJ_G0027409	Nr4a3	4:46022236-46023165	5.9380999	55.501562	0.88001689	100	0.88001689	3998.75	0.4093838
4	46023980	46024973	MGP_CASTEiJ_G0027409	Nr4a3	4:46023980-46024973	6.2530398	55.501562	0.92669049	100	0.92669049	2344.25	0.43109636
4	46104182	46105212	MGP_CASTEiJ_G0027409	Nr4a3	4:46104182-46105212	11.67818	10.314543	0.25928153	18.58424	0.25928153	77019.25	0.029221998
5	111083117	111083862	MGP_CASTEiJ_G0028988	Pxmp2	5:111083117-111083862	7.5356302	20.114339	0.12199271	26.276002	0.12199271	15887	0.041832884
5	111098902	111100341	MGP_CASTEiJ_G0028988	Pxmp2	5:111098902-111100341	11.13265	76.550225	0.65679963	100	0.65679963	0	0.85715143
5	127620090	127621009	MGP_CASTEiJ_G0029215	Bri3bp	5:127620090-127621009	5.2633901	32.415299	0.35292037	53.292121	0.35292037	15975	0.063676209
5	127627757	127628532	MGP_CASTEiJ_G0029215	Bri3bp	5:127627757-127628532	9.02491	38.620702	0.57528273	63.494064	0.57528273	8452	0.12366646
5	127634365	127634563	MGP_CASTEiJ_G0029215	Bri3bp	5:127634365-127634563	3.6035299	47.922273	0.36049219	78.78624	0.36049219	2421	0.096157618
5	127636436	127637887	MGP_CASTEiJ_G0029215	Bri3bp	5:127636436-127637887	5.87218	60.825688	0.73074018	100	0.73074018	0	0.24740043
5	127644050	127644601	MGP_CASTEiJ_G0029215	Bri3bp	5:127644050-127644601	7.5323901	60.825688	1.058715	100	1.058715	7067	0.35844007
5	127648860	127649072	MGP_CASTEiJ_G0029215	Bri3bp	5:127648860-127649072	3.2965801	23.396314	0.18782517	38.464528	0.18782517	11877	0.02445973
5	21662306	21662995	MGP_CASTEiJ_G0028457	Asb10	5:21662306-21662995	6.7649202	37.211736	0.33741939	59.359806	0.33741939	10044	0.22126169
5	21672146	21673604	MGP_CASTEiJ_G0028457	Asb10	5:21672146-21673604	6.3589401	62.688439	0.52299702	100	0.52299702	0	0.57775395
5	21689000	21689294	MGP_CASTEiJ_G0028457	Asb10	5:21689000-21689294	2.5807099	28.064071	0.09669524	44.767538	0.09669524	15962	0.047820269
